"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Marcus Foligno","19-20","MIN","L",59,734.75,58.43,54.71,52.82,51.69,55.61,32.75,23.3,376.88,312.01,508.75,454.35,657.61,614.62,26.45,21.11,9.45,64.87,54.4,42.99,5.34,8.69,92.53
"Marcus Foligno","20-21","MIN","L",39,503.65,67.01,50.88,49.07,47.72,60.45,32.46,15.98,221.72,214.07,298.93,310.26,379.99,416.31,19.27,12.61,16.48,7.65,-11.33,-36.32,6.66,14.64,92.54
"Marcus Foligno","21-22","MIN","L",74,904.32,66.4,54.82,53.44,52.85,57.4,47.18,23.87,480.72,396.13,633.48,551.88,835.88,745.76,36.74,27.27,23.31,84.59,81.6,90.12,9.47,9.81,93.97
"Marcus Johansson","19-20","BUF","L",60,830.77,45.55,47.23,46.71,47.23,47.68,31.57,37.74,380.98,425.64,522.73,596.28,674.59,753.84,29.63,32.51,-6.17,-44.66,-73.55,-79.25,-2.88,8.29,91.13
"Marcus Johansson","20-21","MIN","L",36,453.12,36.55,42.3,43.89,46.09,42.5,13.87,24.08,187.83,256.2,272.55,348.47,371.65,434.69,13.8,18.67,-10.21,-68.37,-75.92,-63.04,-4.87,7.38,90.6
"Marcus Johansson","21-22","SEA/WSH","L",69,904.05,40.67,50.02,49.69,49.14,49.64,33.13,48.33,435.62,435.25,603.61,611.25,789.43,816.98,34.71,35.22,-15.2,0.37,-7.64,-27.55,-0.51,7.61,88.9
"Marcus Pettersson","19-20","PIT","D",69,1169.42,54.01,53.1,52.72,51.72,52.93,57.02,48.56,619.47,547.1,823.15,738.17,1064.81,993.94,47.55,42.29,8.46,72.37,84.98,70.87,5.26,9.2,91.12
"Marcus Pettersson","20-21","PIT","D",47,723.02,58.31,52.39,53.41,52.58,52.88,29.17,20.86,353.26,321,464.78,405.41,593.12,534.92,27.24,24.27,8.31,32.26,59.37,58.2,2.97,8.26,93.5
"Marcus Pettersson","21-22","PIT","D",72,1077.53,52.95,55.42,55.1,54.41,56.09,41.96,37.29,578.3,465.22,782.01,637.13,1023.54,857.58,45.27,35.44,4.67,113.08,144.88,165.96,9.83,7.26,91.98
"Marcus Sorensen","19-20","S.J","L",66,794.03,39.99,47.58,47.51,48.5,44.81,25.67,38.52,345.32,380.39,475.05,524.78,659.17,700.04,29.2,35.97,-12.85,-35.07,-49.73,-40.87,-6.77,7.43,89.87
"Marcus Sorensen","20-21","S.J","L",29,302.02,38.27,45.23,45.99,44.59,44.75,9.93,16.02,139.49,168.9,200.73,235.74,251.32,312.26,12.9,15.93,-6.09,-29.41,-35.01,-60.94,-3.03,7.12,90.52
"Marian Studenic","20-21","N.J","R",8,81.83,39.17,42.32,42.69,40.59,45.09,1.88,2.92,31.23,42.57,41.3,55.45,53.31,78.04,2.57,3.13,-1.04,-11.34,-14.15,-24.73,-0.56,6.02,93.14
"Marian Studenic","21-22","DAL/N.J","L/R",33,344.45,37.8,48.06,48.35,47.91,51.6,9,14.81,166.39,179.79,230.94,246.69,300.81,327.09,15.46,14.5,-5.81,-13.4,-15.75,-26.28,0.96,5.41,91.76
"Mario Ferraro","19-20","S.J","D",61,896.32,39.37,48.46,48.39,48.95,47.77,32.55,50.12,418.78,445.37,573.24,611.42,760.79,793.55,33.79,36.95,-17.57,-26.59,-38.18,-32.76,-3.16,7.77,88.75
"Mario Ferraro","20-21","S.J","D",56,1013.78,46.14,46.88,46.38,46.15,50.51,43.52,50.8,475.52,538.89,641.39,741.54,858.08,1001.34,42,41.15,-7.28,-63.37,-100.15,-143.26,0.85,9.15,90.57
"Mario Ferraro","21-22","S.J","D",63,1227.65,45.98,43.74,45.5,44.27,45.4,45.34,53.26,531.88,684.04,780.59,934.91,1034.22,1301.92,45.88,55.17,-7.92,-152.16,-154.32,-267.7,-9.29,8.52,92.21
"Mark Barberio","19-20","COL","D",21,270.15,55,51.15,50.14,51.35,46.78,11,9,142.48,136.07,194.94,193.82,275.65,261.16,9.23,10.5,2,6.41,1.12,14.49,-1.27,7.72,93.39
"Mark Borowiecki","19-20","OTT","D",53,814.73,43.17,46.58,46.28,43.27,47.32,29.66,39.05,382.47,438.71,534,619.76,665.5,872.69,31.38,34.94,-9.39,-56.24,-85.76,-207.19,-3.56,7.75,91.1
"Mark Borowiecki","20-21","NSH","D",22,254.73,41.6,46.74,48.51,45.84,42.48,7.82,10.98,105.73,120.46,149.89,159.09,202.88,239.66,5.82,7.88,-3.16,-14.73,-9.2,-36.78,-2.06,7.4,90.88
"Mark Borowiecki","21-22","NSH","D",57,636.58,40.2,48.71,49.97,48.64,51.21,19.4,28.86,293.69,309.27,426.53,427.07,541.1,571.26,24.48,23.32,-9.46,-15.58,-0.54,-30.16,1.16,6.61,90.67
"Mark Friedman","19-20","PHI","D",6,80.82,49.26,31.14,37.92,36.61,37.54,2,2.06,24.11,53.32,41.14,67.34,53.35,92.38,2.17,3.61,-0.06,-29.21,-26.2,-39.03,-1.44,8.3,96.14
"Mark Friedman","20-21","PHI/PIT","D",9,96.96,49.36,47.48,45.79,44.84,50.41,5.83,5.98,46.5,51.43,60.73,71.89,77.5,95.33,3.69,3.63,-0.15,-4.93,-11.16,-17.83,0.06,12.54,88.37
"Mark Friedman","21-22","PIT","D",26,318.38,50.5,51.61,52.34,50.13,58.09,13.07,12.81,188.31,176.56,252.66,230.11,310.46,308.9,16.41,11.84,0.26,11.75,22.55,1.56,4.57,6.94,92.74
"Mark Giordano","19-20","CGY","D",60,1071.88,53.41,51.11,51.82,51.65,53.1,42.73,37.28,547.47,523.64,785.14,729.9,1041.56,974.82,44.34,39.16,5.45,23.83,55.24,66.74,5.18,7.8,92.88
"Mark Giordano","20-21","CGY","D",56,939.25,55.04,50.91,53.85,53.23,51.37,44.64,36.47,443.23,427.35,643.13,551.26,856.44,752.46,36.51,34.56,8.17,15.88,91.87,103.98,1.95,10.07,91.47
"Mark Giordano","21-22","SEA/TOR","D",75,1217.44,46.89,52.11,51.98,51.81,53.41,51.49,58.31,585.24,537.95,828.62,765.37,1128.79,1050.08,47.02,41.02,-6.82,47.29,63.25,78.71,6,8.8,89.16
"Mark Jankowski","19-20","CGY","C",56,491.87,30.94,47.28,48.66,49.1,51.32,10.39,23.19,228.48,254.81,339.35,358.1,449.98,466.56,17.68,16.77,-12.8,-26.33,-18.75,-16.58,0.91,4.55,90.9
"Mark Jankowski","20-21","PIT","C",45,389.33,53.27,47.37,45.57,44.62,41.69,11.33,9.94,160.95,178.85,204.78,244.55,265.78,329.89,9.71,13.58,1.39,-17.9,-39.77,-64.11,-3.87,7.04,94.44
"Mark Jankowski","21-22","BUF","C",19,215.63,58.56,45.44,45.02,47.1,45.95,7.15,5.06,95.72,114.93,124.35,151.84,166.03,186.48,7.1,8.35,2.09,-19.21,-27.49,-20.45,-1.25,7.47,95.6
"Mark Kastelic","21-22","OTT","C",16,142.87,44.45,41.56,45.77,42.91,47.55,4.93,6.16,66.95,94.15,101.3,120.02,126.63,168.49,6.21,6.85,-1.23,-27.2,-18.72,-41.86,-0.64,7.36,93.46
"Mark Letestu","19-20","WPG","C",7,66.27,48.7,46.45,43.57,39.49,41.99,0.94,0.99,25.15,29,37.1,48.05,46.4,71.09,1.39,1.92,-0.05,-3.85,-10.95,-24.69,-0.53,3.74,96.59
"Mark Pysyk","19-20","FLA","D",58,691.75,50.97,46.82,45.74,44.97,46.21,28.23,27.16,321.17,364.74,433.89,514.75,570.07,697.53,25.15,29.27,1.07,-43.57,-80.86,-127.46,-4.12,8.79,92.55
"Mark Pysyk","20-21","DAL","D",36,388.82,57.16,58.3,56.83,55.72,62.97,12.05,9.03,213.54,152.72,277.78,211,354.67,281.87,17.26,10.15,3.02,60.82,66.78,72.8,7.11,5.64,94.09
"Mark Pysyk","21-22","BUF","D",68,1057.58,45.33,43.36,44.8,45.27,45.17,34.94,42.14,462.45,604.15,644.55,794.18,831.74,1005.37,34.4,41.75,-7.2,-141.7,-149.63,-173.63,-7.35,7.56,93.02
"Mark Scheifele","19-20","WPG","C",71,1237.9,50.82,46.42,46.09,47.19,44.09,70.85,68.56,627.55,724.42,862.86,1009.29,1131.82,1266.71,52.22,66.22,2.29,-96.87,-146.43,-134.89,-14,11.29,90.54
"Mark Scheifele","20-21","WPG","C",56,943.12,51.34,48.9,49.17,49.46,45.99,46.43,44,458.59,479.26,616.29,637.16,812.67,830.33,38.24,44.91,2.43,-20.67,-20.87,-17.66,-6.67,10.12,90.82
"Mark Scheifele","21-22","WPG","C",67,1133.18,49.53,50.6,49.68,49.72,47.05,60.98,62.14,636.47,621.38,854.93,865.81,1116.59,1129.15,55.21,62.13,-1.16,15.09,-10.88,-12.56,-6.92,9.58,90
"Mark Stone","19-20","VGK","R",65,938.88,57.11,58.15,58.35,57.25,60.97,53.19,39.95,606.07,436.18,844.38,602.68,1083,808.65,54.19,34.69,13.24,169.89,241.7,274.35,19.5,8.78,90.84
"Mark Stone","20-21","VGK","R",55,781.57,65.38,54.18,54.72,53.15,56.28,52.69,27.9,425.69,359.96,594.79,492.1,790.72,696.95,37.57,29.19,24.79,65.73,102.69,93.77,8.38,12.38,92.25
"Mark Stone","21-22","VGK","R",37,532.93,57.8,53.71,53.56,51.72,53.57,30.36,22.17,299.39,258.02,401.89,348.4,530.91,495.53,27.16,23.54,8.19,41.37,53.49,35.38,3.62,10.14,91.41
"Markus Granlund","19-20","EDM","C",34,320.65,44.08,52.38,49.92,49.56,51.62,7.08,8.98,136.21,123.82,193.94,194.55,272.63,277.43,11.66,10.93,-1.9,12.39,-0.61,-4.8,0.73,5.2,92.75
"Markus Niemelainen","21-22","EDM","D",20,233.13,35.18,41.39,42.36,45.97,44.26,5.92,10.91,92.09,130.42,131.57,179.02,190.38,223.78,8.63,10.87,-4.99,-38.33,-47.45,-33.4,-2.24,6.43,91.63
"Markus Nutivaara","19-20","CBJ","D",37,569.88,54.23,51.59,50.16,49.12,49.76,18.21,15.37,302.95,284.23,393.8,391.33,517.95,536.52,20.53,20.73,2.84,18.72,2.47,-18.57,-0.2,6.01,94.59
"Markus Nutivaara","20-21","FLA","D",30,443.87,50.73,55.3,56.52,56.64,55.46,19.41,18.85,245.87,198.74,344.67,265.17,434.68,332.79,20,16.06,0.56,47.13,79.5,101.89,3.94,7.89,90.52
"Martin Fehervary","19-20","WSH","D",6,89.92,37.21,53.96,52.03,51.06,41.82,4.9,8.27,49.44,42.18,66.32,61.15,80.67,77.32,3.22,4.48,-3.37,7.26,5.17,3.35,-1.26,9.91,80.39
"Martin Fehervary","21-22","WSH","D",79,1389.33,52.99,50.53,49.86,49.46,48.43,64.01,56.79,715.37,700.41,998.55,1004,1289.07,1317.46,58.32,62.09,7.22,14.96,-5.45,-28.39,-3.77,8.95,91.89
"Martin Frk","19-20","L.A","R",17,204.48,49.38,51.51,50.62,52.29,44.95,8.83,9.05,112.06,105.51,159.86,155.96,211.45,192.93,8.76,10.73,-0.22,6.55,3.9,18.52,-1.97,7.88,91.42
"Martin Frk","21-22","L.A","R",6,58.73,0,62.93,60.3,55.89,56.62,0,2.13,28.52,16.8,39.8,26.2,55.69,43.95,2.61,2,-2.13,11.72,13.6,11.74,0.61,0,87.32
"Martin Kaut","19-20","COL","R",9,83.68,44.16,59.45,55.24,56.19,53.57,3.14,3.97,39.92,27.23,57.62,46.68,80.09,62.44,2.55,2.21,-0.83,12.69,10.94,17.65,0.34,7.87,85.42
"Martin Marincin","19-20","TOR","D",26,348.18,45.03,51.41,51,50.74,53.69,14.1,17.21,188.09,177.78,256.85,246.78,339.77,329.86,16.93,14.6,-3.11,10.31,10.07,9.91,2.33,7.5,90.32
"Martin Necas","19-20","CAR","C",64,773.67,47.84,49.51,51.41,51.68,46.93,31.12,33.93,390.49,398.16,541.63,512.01,710.18,664.06,31.2,35.28,-2.81,-7.67,29.62,46.12,-4.08,7.97,91.48
"Martin Necas","20-21","CAR","C",53,755.7,69.62,54.33,54.14,53.96,53.3,31.7,13.83,415.51,349.21,565.9,479.43,742.35,633.5,35.26,30.89,17.87,66.3,86.47,108.85,4.37,7.63,96.04
"Martin Necas","21-22","CAR","C",78,1012.52,53.6,52.24,54.05,55.46,49.35,48.43,41.92,556.04,508.28,822.61,699.41,1085.04,871.52,46.02,47.24,6.51,47.76,123.2,213.52,-1.22,8.71,91.75
"Mason Appleton","19-20","WPG","C",46,462.95,35.24,46.37,48.59,48.59,46.91,11.7,21.5,214.64,248.27,305.98,323.77,396.65,419.71,15.54,17.59,-9.8,-33.63,-17.79,-23.06,-2.05,5.45,91.34
"Mason Appleton","20-21","WPG","C",56,716.15,57.07,49.92,48.63,48.47,47.47,29.13,21.91,327.51,328.6,454.41,480.02,600.63,638.48,24.53,27.14,7.22,-1.09,-25.61,-37.85,-2.61,8.89,93.33
"Mason Appleton","21-22","SEA/WPG","C",68,908.85,46.66,48.73,48.63,48.64,47.71,31.48,35.99,425.48,447.69,580.96,613.8,776.52,819.89,34.43,37.74,-4.51,-22.21,-32.84,-43.37,-3.31,7.4,91.96
"Mason Geertsen","21-22","N.J","D",25,173.22,31.56,40.38,41.37,42.53,44.51,5.15,11.17,59.39,87.7,87.51,124.01,120.27,162.5,5.43,6.77,-6.02,-28.31,-36.5,-42.23,-1.34,8.67,87.26
"Mason Marchment","20-21","FLA","L",33,425.43,54.76,55.39,54.42,56.36,56.52,16.73,13.82,226.56,182.43,300.33,251.5,407,315.17,17.73,13.64,2.91,44.13,48.83,91.83,4.09,7.38,92.42
"Mason Marchment","21-22","FLA","L",54,703.52,68.73,61.31,62.09,61.58,64.46,52.83,24.04,444.24,280.38,584.19,356.63,784.22,489.18,41.66,22.97,28.79,163.86,227.56,295.04,18.69,11.89,91.43
"Mason McTavish","21-22","ANA","C",9,96.7,74.15,47.4,45.94,41.87,41.74,6.08,2.12,50.14,55.64,64.2,75.55,76.56,106.31,3.31,4.62,3.96,-5.5,-11.35,-29.75,-1.31,12.13,96.19
"Mathew Barzal","19-20","NYI","C",68,1145.95,52.97,52.04,51.28,50.63,52.68,51.44,45.68,630.96,581.45,881.64,837.79,1193.15,1163.62,55.16,49.54,5.76,49.51,43.85,29.53,5.62,8.15,92.14
"Mathew Barzal","20-21","NYI","C",55,862.53,61.36,56.97,55.62,54.27,58.74,48.92,30.81,496.65,375.18,655.86,523.35,847.73,714.38,44.04,30.94,18.11,121.47,132.51,133.35,13.1,9.85,91.79
"Mathew Barzal","21-22","NYI","C",73,1084.33,50.88,48.66,47.96,49,48.5,47.78,46.12,577.4,609.32,778.9,845.22,1054.51,1097.7,50.74,53.87,1.66,-31.92,-66.32,-43.19,-3.13,8.28,92.43
"Mathias Brome","20-21","DET","L",26,300.85,23.17,47.28,46.18,45.82,42,2.94,9.75,124.36,138.67,165.91,193.33,214.48,253.63,7.17,9.9,-6.81,-14.31,-27.42,-39.15,-2.73,2.36,92.97
"Mathieu Joseph","19-20","T.B","R",37,389.77,45.81,49.78,51.88,53.04,56.29,12.02,14.22,182.57,184.21,258.63,239.84,343.92,304.5,15.07,11.7,-2.2,-1.64,18.79,39.42,3.37,6.58,92.28
"Mathieu Joseph","20-21","T.B","R",56,574.22,52.27,47.42,48.96,49.78,47.17,24.85,22.69,240.56,266.77,344.55,359.22,451.53,455.47,19.49,21.83,2.16,-26.21,-14.67,-3.94,-2.34,10.33,91.49
"Mathieu Joseph","21-22","OTT/T.B","R",69,818.15,55.4,50.43,52.07,52.26,52.23,35.66,28.71,402.69,395.88,578.01,531.97,746.4,681.92,33.57,30.7,6.95,6.81,46.04,64.48,2.87,8.86,92.75
"Mathieu Olivier","19-20","NSH","R",8,60.37,69.48,55.82,50.06,44.68,39.14,2.14,0.94,30.52,24.16,34.56,34.48,43.32,53.64,1.37,2.13,1.2,6.36,0.08,-10.32,-0.76,7.01,96.11
"Mathieu Olivier","20-21","NSH","R",30,308.88,43.78,49.8,50.14,46.66,48.91,7,8.99,131.33,132.41,179.98,178.96,230.99,264.09,9.21,9.62,-1.99,-1.08,1.02,-33.1,-0.41,5.33,93.21
"Mathieu Olivier","21-22","NSH","R",10,92.23,21.46,37.94,45.41,44.78,32.31,1.06,3.88,28.94,47.34,47.37,56.94,63.59,78.41,1.9,3.98,-2.82,-18.4,-9.57,-14.82,-2.08,3.66,91.8
"Mathieu Perreault","19-20","WPG","C",49,566.9,39.29,48.62,47.91,49.38,43.82,16.8,25.96,286.46,302.73,376.19,408.93,516.07,528.93,19.46,24.95,-9.16,-16.27,-32.74,-12.86,-5.49,5.86,91.42
"Mathieu Perreault","20-21","WPG","C",56,555.8,62.08,49.76,48.52,48.4,51.69,20.1,12.28,243.96,246.3,336.34,356.79,452.72,482.69,19.1,17.85,7.82,-2.34,-20.45,-29.97,1.25,8.24,95.01
"Mathieu Perreault","21-22","MTL","C",25,244.18,51.02,46.51,43.93,43.04,46.61,13.95,13.39,114.04,131.16,152.4,194.49,198.6,262.8,9.91,11.35,0.56,-17.12,-42.09,-64.2,-1.44,12.23,89.79
"Matias MacCelli","21-22","ARI","L",23,293.52,31.19,38.11,38.98,41.81,36.7,8.25,18.2,112.57,182.78,156.02,244.26,224.73,312.72,9.31,16.06,-9.95,-70.21,-88.24,-87.99,-6.75,7.33,90.04
"Mats Zuccarello","19-20","MIN","C",65,855.68,51.05,47.47,47.22,46.93,52.06,41.15,39.46,391.9,433.6,535.46,598.5,715.44,809.05,30.99,28.54,1.69,-41.7,-63.04,-93.61,2.45,10.5,90.9
"Mats Zuccarello","20-21","MIN","C",42,585.13,58.29,47.02,48.61,48.72,50.21,29.03,20.77,261.59,294.69,388.35,410.56,508.1,534.77,22.91,22.72,8.26,-33.1,-22.21,-26.67,0.19,11.1,92.95
"Mats Zuccarello","21-22","MIN","C/R",70,1015.83,59.03,51.79,53.63,53.42,52.63,62.79,43.58,561.18,522.49,787.11,680.67,1043.5,909.95,42.37,38.14,19.21,38.69,106.44,133.55,4.23,11.19,91.66
"Matt Benning","19-20","EDM","D",43,537.48,59.45,51.13,50.04,48.88,49.51,23.71,16.17,246.8,235.86,335.41,334.89,443.27,463.66,19.83,20.22,7.54,10.94,0.52,-20.39,-0.39,9.61,93.14
"Matt Benning","20-21","NSH","D",53,749.8,48.13,47.46,49.47,48.39,49.37,24.03,25.9,343.01,379.71,474.57,484.8,624.62,666.3,26.55,27.23,-1.87,-36.7,-10.23,-41.68,-0.68,7.01,93.18
"Matt Benning","21-22","NSH","D",65,900.08,35.06,49.12,50.3,50.19,51.93,28.23,52.28,423.36,438.5,601.98,594.88,773.65,767.71,34.42,31.86,-24.05,-15.14,7.1,5.94,2.56,6.67,88.08
"Matt Boldy","21-22","MIN","L",47,594.3,63.86,53.87,52.62,51.67,56.63,41.93,23.73,354.56,303.67,459.5,413.67,585.22,547.4,27.55,21.1,18.2,50.89,45.83,37.82,6.45,11.83,92.19
"Matt Calvert","19-20","COL","L",50,577.5,60.45,54.88,54.47,55.23,54.78,26.03,17.03,341.87,281.09,440.97,368.57,602.4,488.26,25.84,21.33,9,60.78,72.4,114.14,4.51,7.61,93.94
"Matt Calvert","20-21","COL","L",18,200.35,33.05,54.28,55.06,57.91,61.71,3.06,6.2,95.64,80.55,132.77,108.35,200.4,145.67,8.46,5.25,-3.14,15.09,24.42,54.73,3.21,3.2,92.3
"Matt Duchene","19-20","NSH","C",66,913,52.67,53.88,54.44,54.51,53.39,42.99,38.63,525.43,449.82,737,616.84,967.2,807.15,40.41,35.28,4.36,75.61,120.16,160.05,5.13,8.18,91.41
"Matt Duchene","20-21","NSH","C",34,445.05,41.64,51.48,52.64,52.19,52.14,18.61,26.08,269.63,254.13,364.64,328.11,470.58,431.17,19.83,18.2,-7.47,15.5,36.53,39.41,1.63,6.9,89.74
"Matt Duchene","21-22","NSH","C",78,1181.75,55.91,50.86,52.18,51.69,53.04,71.98,56.77,623.61,602.62,888.94,814.59,1152.76,1077.59,53.94,47.76,15.21,20.99,74.35,75.17,6.18,11.54,90.58
"Matt Dumba","19-20","MIN","D",69,1261.47,48.61,49.7,48.88,48.57,50.87,58.29,61.62,635.01,642.6,852.68,891.85,1133.27,1200.01,47.19,45.58,-3.33,-7.59,-39.17,-66.74,1.61,9.18,90.41
"Matt Dumba","20-21","MIN","D",51,916.72,49.6,48.9,49.85,49.5,52.49,42.36,43.05,415.91,434.67,597.65,601.2,787.88,803.83,37.17,33.64,-0.69,-18.76,-3.55,-15.95,3.53,10.18,90.1
"Matt Dumba","21-22","MIN","D",57,1057.83,49.28,50.34,49.47,49.86,51.01,43.87,45.16,542.13,534.7,718.33,733.62,970.52,975.97,38.72,37.19,-1.29,7.43,-15.29,-5.45,1.53,8.09,91.55
"Matt Grzelcyk","19-20","BOS","D",68,1039.03,58.12,52.98,53.93,52.95,56.4,38.3,27.6,544.31,483.06,754.76,644.86,973.86,865.31,41.13,31.79,10.7,61.25,109.9,108.55,9.34,7.04,94.29
"Matt Grzelcyk","20-21","BOS","D",37,608.28,63.83,62.7,61.12,59.79,58.42,30.18,17.1,393.86,234.3,524.76,333.79,657.73,442.31,26.23,18.67,13.08,159.56,190.97,215.42,7.56,7.66,92.7
"Matt Grzelcyk","21-22","BOS","D",73,1229.58,62.45,59.21,57.64,55.89,60.1,65.3,39.27,747.01,514.6,986.93,725.42,1233.48,973.47,56.69,37.64,26.03,232.41,261.51,260.01,19.05,8.74,92.37
"Matt Irwin","19-20","ANA/NSH","D",36,478.45,33.49,49.89,50.97,49.77,45.08,13.16,26.14,250.32,251.42,358.02,344.39,457.18,461.49,17.47,21.28,-12.98,-1.1,13.63,-4.31,-3.81,5.26,89.6
"Matt Irwin","20-21","BUF","D",24,339.1,32.29,41.79,41.86,41.25,38.91,10.37,21.75,154.65,215.4,212.99,295.8,265.91,378.76,11.03,17.32,-11.38,-60.75,-82.81,-112.85,-6.29,6.71,89.9
"Matt Irwin","21-22","WSH","D",17,204.73,49.98,58.54,58.76,56.6,60.47,12.09,12.1,122.19,86.54,163.45,114.72,211.12,161.9,9.7,6.34,-0.01,35.65,48.73,49.22,3.36,9.89,86.02
"Matt Kiersted","20-21","FLA","D",7,98.87,20.58,43.77,43.77,43.09,36.6,0.99,3.82,45.11,57.96,60.15,77.26,77.42,102.24,3.06,5.3,-2.83,-12.85,-17.11,-24.82,-2.24,2.19,93.41
"Matt Kiersted","21-22","FLA","D",10,131.72,24.83,47.97,49.75,48.99,44.32,4.06,12.29,70.84,76.85,95.7,96.66,127.74,133,5.27,6.62,-8.23,-6.01,-0.96,-5.26,-1.35,5.73,84.01
"Matt Luff","19-20","L.A","R",18,183.65,38.9,46.51,49.72,49.93,50.73,7.08,11.12,89,102.35,134.77,136.3,183.24,183.78,7.98,7.75,-4.04,-13.35,-1.53,-0.54,0.23,7.96,89.14
"Matt Luff","20-21","L.A","R",13,131.67,19.3,45.22,46.55,44.04,39.54,0.94,3.93,59.91,72.57,85.87,98.58,106.52,135.36,4.1,6.27,-2.99,-12.66,-12.71,-28.84,-2.17,1.57,94.58
"Matt Luff","21-22","NSH","R",23,210.27,64.23,45.55,50.16,50.01,52.04,10.45,5.82,86.96,103.94,139.84,138.95,189.38,189.31,7.91,7.29,4.63,-16.98,0.89,0.07,0.62,12.02,94.4
"Matt Martin","19-20","NYI","L",55,552.7,48.08,44.94,43.21,43.84,47.55,13.13,14.18,212.44,260.31,285.86,375.71,403.1,516.43,16.19,17.86,-1.05,-47.87,-89.85,-113.33,-1.67,6.18,94.55
"Matt Martin","20-21","NYI","L",54,566.32,46.54,48.49,46.58,46.03,52.07,16.89,19.4,235.6,250.32,316.11,362.57,423.46,496.59,19.38,17.84,-2.51,-14.72,-46.46,-73.13,1.54,7.17,92.25
"Matt Martin","21-22","NYI","L",71,798.37,47.34,47.49,46.89,46.66,47.32,22.47,25,311.98,344.96,425.49,481.96,595.41,680.57,25.39,28.27,-2.53,-32.98,-56.47,-85.16,-2.88,7.2,92.75
"Matt Nieto","19-20","COL","L",70,761.65,55.01,52.24,52.24,53.46,50.77,31.37,25.66,389.61,356.2,534.16,488.41,743.77,647.59,28.93,28.05,5.71,33.41,45.75,96.18,0.88,8.05,92.8
"Matt Nieto","20-21","S.J","L",28,303.62,41.65,47.66,46.07,45.02,46.71,9.13,12.79,150.49,165.28,202.37,236.91,261.66,319.54,11.87,13.54,-3.66,-14.79,-34.54,-57.88,-1.67,6.07,92.26
"Matt Nieto","21-22","S.J","L",70,868.6,35.87,46.8,45.08,42.86,45.51,25.22,45.09,355.94,404.59,495.08,603.18,636.64,848.9,27,32.33,-19.87,-48.65,-108.1,-212.26,-5.33,7.09,88.86
"Matt Niskanen","19-20","PHI","D",68,1136.38,53.53,54.39,52.73,52.37,54.01,53.47,46.41,605.27,507.64,792.29,710.33,1036.4,942.77,50.22,42.77,7.06,97.63,81.96,93.63,7.45,8.83,90.86
"Matt Roy","19-20","L.A","D",70,1144.15,56.4,56,56.22,55.47,55.79,49.94,38.6,642.7,504.96,904.1,704.17,1180.27,947.68,50.36,39.9,11.34,137.74,199.93,232.59,10.46,7.77,92.36
"Matt Roy","20-21","L.A","D",44,725.5,47.09,45.73,45.04,45.6,44.32,22.95,25.79,318.73,378.29,444.37,542.35,593.61,708.23,25.01,31.42,-2.84,-59.56,-97.98,-114.62,-6.41,7.2,93.18
"Matt Roy","21-22","L.A","D",67,1189.8,58.24,57.28,56.81,55.41,54.53,50.55,36.24,703.72,524.75,967.48,735.44,1259.91,1013.81,55.69,46.43,14.31,178.97,232.04,246.1,9.26,7.18,93.09
"Matt Tennyson","19-20","N.J","D",20,241.2,46.5,46.88,46.78,45.96,49.97,15.87,18.26,118.11,133.85,161.06,183.21,198.75,233.73,8.67,8.68,-2.39,-15.74,-22.15,-34.98,-0.01,13.44,86.36
"Matt Tennyson","20-21","N.J","D",21,278.25,49.95,41.72,40.59,40.55,40.83,14.88,14.91,109.86,153.45,152.18,222.77,193.85,284.22,9,13.04,-0.03,-43.59,-70.59,-90.37,-4.04,13.54,90.28
"Matt Tennyson","21-22","NSH","D",8,99.22,55.88,38.12,41.51,39.62,47.11,5.04,3.98,37.45,60.79,58.51,82.43,74.46,113.47,3.75,4.21,1.06,-23.34,-23.92,-39.01,-0.46,13.46,93.45
"Matthew Highmore","19-20","CHI","C",36,335.37,50.2,43.83,46.35,48.48,43.91,11.04,10.95,139.4,178.68,195.81,226.63,272.28,289.3,10.92,13.95,0.09,-39.28,-30.82,-17.02,-3.03,7.92,93.87
"Matthew Highmore","20-21","CHI/VAN","C",42,433.27,43.92,45.35,45.09,44.01,42.53,13.22,16.88,200.28,241.31,264.8,322.47,342.37,435.63,14.47,19.55,-3.66,-41.03,-57.67,-93.26,-5.08,6.6,93
"Matthew Highmore","21-22","VAN","C",46,523.4,53.34,45.5,44.99,43.26,45.9,18.14,15.87,222.48,266.51,307,375.31,406.36,533,17.48,20.6,2.27,-44.03,-68.31,-126.64,-3.12,8.15,94.05
"Matthew Peca","19-20","MTL/OTT","C",14,136.9,34.28,47.07,50.18,50.61,52.2,4.12,7.9,66.23,74.47,96.39,95.68,132.82,129.64,6.53,5.98,-3.78,-8.24,0.71,3.18,0.55,6.22,89.39
"Matthew Tkachuk","19-20","CGY","L",69,1015.35,49.53,50.44,51.62,52.29,53.62,51.91,52.89,519.69,510.58,754.66,707.35,1010.64,922.24,47.67,41.24,-0.98,9.11,47.31,88.4,6.43,9.99,89.64
"Matthew Tkachuk","20-21","CGY","L",56,796.02,58.52,53.76,53.99,55.49,53.88,41.24,29.23,423.49,364.29,590.06,502.82,790.63,634.18,33.16,28.38,12.01,59.2,87.24,156.45,4.78,9.74,91.98
