"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Matthew Tkachuk","21-22","CGY","L",82,1195.68,70.89,59.06,59.42,60.48,61.28,92.62,38.04,767.61,532.02,1065.07,727.34,1418.14,926.76,67.92,42.92,54.58,235.59,337.73,491.38,25,12.07,92.85
"Mattias Ekholm","19-20","NSH","D",68,1279.13,47.52,50.82,50.78,50.43,49.9,58.35,64.45,680.19,658.3,947.78,918.72,1227.13,1206.28,54.36,54.57,-6.1,21.89,29.06,20.85,-0.21,8.58,90.21
"Mattias Ekholm","20-21","NSH","D",48,870.17,65.57,49.72,51.29,50.87,50.58,45.72,24.01,457.8,463.02,646.27,613.88,806.53,778.95,34.18,33.39,21.71,-5.22,32.39,27.58,0.79,9.99,94.81
"Mattias Ekholm","21-22","NSH","D",76,1368,56.88,48.11,49.4,49.13,48.47,68.42,51.86,632.93,682.78,913.81,936.03,1183.56,1225.26,51.56,54.82,16.56,-49.85,-22.22,-41.7,-3.26,10.81,92.4
"Mattias Janmark","19-20","DAL","C",62,753.7,44.58,50.82,50.84,50.78,53.29,20.7,25.73,374.96,362.92,510.88,493.99,687.02,666.02,29.81,26.13,-5.03,12.04,16.89,21,3.68,5.52,92.91
"Mattias Janmark","20-21","CHI/VGK","C",56,751.76,41.61,45.4,45.17,45.56,45.78,26.18,36.74,328.33,394.8,448.66,544.54,603.42,721,27.64,32.74,-10.56,-66.47,-95.88,-117.58,-5.1,7.97,90.69
"Mattias Janmark","21-22","VGK","C",67,835.2,48.12,49.39,49.3,49.32,50.86,31.86,34.35,419.78,430.14,568.81,585.02,781.99,803.7,37.34,36.08,-2.49,-10.36,-16.21,-21.71,1.26,7.59,92.01
"Mattias Norlinder","21-22","MTL","D",6,71.87,75.68,35.16,39.49,39.88,33.69,3.08,0.99,30.73,56.68,46.11,70.66,57.16,86.18,2.55,5.02,2.09,-25.95,-24.55,-29.02,-2.47,10.02,98.25
"Mattias Samuelsson","20-21","BUF","D",12,191.65,18.43,41.86,40.56,39.96,44.9,2.92,12.92,89.65,124.5,112.47,164.79,136.25,204.72,6.16,7.56,-10,-34.85,-52.32,-68.47,-1.4,3.26,89.62
"Mattias Samuelsson","21-22","BUF","D",42,725.9,41,48.32,47.63,47.91,47.15,31.74,45.67,358.02,382.96,461.56,507.46,592.73,644.53,27.85,31.22,-13.93,-24.94,-45.9,-51.8,-3.37,8.87,88.07
"Matty Beniers","21-22","SEA","C",10,134.7,46.32,50.82,49.36,47.33,38.84,5.91,6.85,60.76,58.8,86.37,88.61,109.15,121.46,4.02,6.33,-0.94,1.96,-2.24,-12.31,-2.31,9.73,88.35
"Max Comtois","19-20","ANA","L",29,328.98,50.56,43.59,41.82,41.36,44.94,12.21,11.94,135.34,175.13,189.75,263.94,241.44,342.37,12.18,14.92,0.27,-39.79,-74.19,-100.93,-2.74,9.02,93.18
"Max Comtois","20-21","ANA","L",55,731.98,53.38,48.79,49.35,49.08,47.48,32.08,28.02,344.35,361.38,486.96,499.82,645.58,669.77,29.03,32.11,4.06,-17.03,-12.86,-24.19,-3.08,9.32,92.25
"Max Comtois","21-22","ANA","L",52,632.3,39.31,46.39,46.53,46.62,47.27,25.36,39.16,289.38,334.43,406.11,466.65,551.61,631.7,24.86,27.73,-13.8,-45.05,-60.54,-80.09,-2.87,8.76,88.29
"Max Domi","19-20","MTL","C",71,999.67,52.21,49.92,50.99,52.84,53.88,53.08,48.59,537.31,539.02,753.54,724.18,1029.06,918.5,46.81,40.07,4.49,-1.71,29.36,110.56,6.74,9.88,90.99
"Max Domi","20-21","CBJ","C",54,715.42,38.37,46.01,46.1,45.71,43.72,23.68,38.04,344.69,404.44,459.26,536.91,590.79,701.69,24.5,31.54,-14.36,-59.75,-77.65,-110.9,-7.04,6.87,90.59
"Max Domi","21-22","CAR/CBJ","C",72,836.55,57.26,47.37,50.08,50.35,48.01,49.31,36.81,450.72,500.83,639.7,637.58,835.25,823.63,37.09,40.17,12.5,-50.11,2.12,11.62,-3.08,10.94,92.65
"Max Jones","19-20","ANA","L",59,753.82,43.32,47,48.08,48.85,46.29,16.21,21.21,337.31,380.42,487.61,526.49,656.32,687.25,27.29,31.67,-5,-43.11,-38.88,-30.93,-4.38,4.81,94.42
"Max Jones","20-21","ANA","L",46,566.82,42.56,44.09,45.3,46.95,43.85,19.87,26.82,246.52,312.62,345.91,417.7,481.57,544.24,19.82,25.38,-6.95,-66.1,-71.79,-62.67,-5.56,8.06,91.42
"Max McCormick","20-21","CAR","L",12,92.65,100,41.77,40.26,42.67,32.52,3.09,0,36.86,51.39,52.27,77.57,72.6,97.55,2.28,4.73,3.09,-14.53,-25.3,-24.95,-2.45,8.38,100
"Max McCormick","21-22","SEA","L",10,79.83,68.24,55.39,54.08,52.76,52.02,2.02,0.94,29.97,24.14,41.6,35.32,55.38,49.58,2.19,2.02,1.08,5.83,6.28,5.8,0.17,6.74,96.11
"Max Pacioretty","19-20","VGK","L",71,1060.48,58.4,59.17,59.77,58.5,60.91,60.77,43.28,675.11,465.84,951.97,640.69,1223.33,867.84,59.25,38.03,17.49,209.27,311.28,355.49,21.22,9,90.71
"Max Pacioretty","20-21","VGK","L",48,696.97,63.24,54.54,54.26,52.81,55.35,49.78,28.93,397.94,331.75,536.15,452,718.93,642.51,33.87,27.32,20.85,66.19,84.15,76.42,6.55,12.51,91.28
"Max Pacioretty","21-22","VGK","L",39,551.15,59.13,56.29,55.89,54.95,52.55,28.72,19.85,332,257.8,461.14,363.94,601.83,493.42,26.77,24.17,8.87,74.2,97.2,108.41,2.6,8.65,92.3
"Max Willman","21-22","PHI","C",41,462,32.5,44.09,42.59,41.46,44.27,12.03,24.98,206.35,261.66,264.52,356.51,338.26,477.7,16.19,20.38,-12.95,-55.31,-91.99,-139.44,-4.19,5.83,90.45
"Maxim Mamin","21-22","FLA","C",40,467.68,56.15,56.12,54.53,54.98,57.28,25.38,19.82,280.63,219.43,377.25,314.59,512.25,419.4,27.18,20.27,5.56,61.2,62.66,92.85,6.91,9.04,90.97
"Maxime Lajoie","21-22","CAR","D",5,56.67,73.32,59.93,57.65,60.28,49.52,2.94,1.07,32.9,22,43.55,31.99,61.92,40.8,3.08,3.14,1.87,10.9,11.56,21.12,-0.06,8.94,95.14
"Melker Karlsson","19-20","S.J","C",61,603.12,43.55,45.31,44.73,45.13,42.51,17.8,23.07,242.74,293.03,337.12,416.64,455.84,554.26,17.69,23.92,-5.27,-50.29,-79.52,-98.42,-6.23,7.33,92.13
"Michael Amadio","19-20","L.A","C",68,763.92,42.69,53.83,53.75,54.18,54.78,27.12,36.41,426.84,366.13,592.2,509.57,783.78,662.71,34.75,28.69,-9.29,60.71,82.63,121.07,6.06,6.35,90.06
"Michael Amadio","20-21","L.A/OTT","C",25,272.59,43.28,45.11,45.19,45.37,43.07,8.27,10.84,131.43,159.91,170.61,206.91,227.4,273.84,9.45,12.49,-2.57,-28.48,-36.3,-46.44,-3.04,6.29,93.22
"Michael Amadio","21-22","TOR/VGK","C",56,665.2,50.24,56.42,56.81,55.74,57.64,28.18,27.91,374.13,289.01,518.25,393.94,705.99,560.6,31.26,22.97,0.27,85.12,124.31,145.39,8.29,7.53,90.34
"Michael Bunting","20-21","ARI","L",21,296.8,52.88,55.26,55.19,55.83,51.45,13.21,11.77,151.76,122.89,219.26,178.04,291.04,230.22,11.51,10.86,1.44,28.87,41.22,60.82,0.65,8.7,90.42
"Michael Bunting","21-22","TOR","L",79,1101.88,60.33,56.5,57.24,58.02,61.37,89.97,59.16,685.56,527.79,949.27,709.09,1270.36,919.31,64.43,40.55,30.81,157.77,240.18,351.05,23.88,13.12,88.79
"Michael Carcone","21-22","ARI","L",21,251.5,30.81,44.85,44.09,44.02,44.96,6.8,15.27,114.68,141.04,158.4,200.87,203.76,259.14,10.18,12.46,-8.47,-26.36,-42.47,-55.38,-2.28,5.93,89.17
"Michael Chaput","20-21","ARI","C",13,112.78,0,38.72,40.13,35.21,42.2,0,5.98,32.13,50.85,49.31,73.58,61.23,112.67,2.57,3.52,-5.98,-18.72,-24.27,-51.44,-0.95,0,88.24
"Michael Dal Colle","19-20","NYI","L",53,606.98,40.13,43.01,41.92,42.82,44.62,15.52,23.15,257.7,341.44,332.15,460.13,458.88,612.78,19.35,24.02,-7.63,-83.74,-127.98,-153.9,-4.67,6.02,93.22
"Michael Dal Colle","20-21","NYI","L",26,304.53,52.65,53.01,52.68,52.06,55.63,9.75,8.77,143.38,127.09,203.3,182.65,269.04,247.75,12.6,10.05,0.98,16.29,20.65,21.29,2.55,6.8,93.1
"Michael Del Zotto","19-20","ANA","D",49,789.78,51.92,43.53,45.5,45.88,43.85,36.85,34.12,354.81,460.26,533,638.34,690.53,814.57,29.17,37.35,2.73,-105.45,-105.34,-124.04,-8.18,10.39,92.59
"Michael Del Zotto","20-21","CBJ","D",53,854.82,52.76,47.16,46.63,46.83,45.18,38.64,34.6,424.41,475.5,554.48,634.6,733.11,832.32,29.68,36.02,4.04,-51.09,-80.12,-99.21,-6.34,9.1,92.72
"Michael Del Zotto","21-22","OTT","D",26,420.05,48.97,46.46,46.38,47.21,47.08,23.13,24.1,192.87,222.27,265.1,306.5,371.8,415.72,15.55,17.48,-0.97,-29.4,-41.4,-43.92,-1.93,11.99,89.16
"Michael Frolik","19-20","BUF/CGY","R",57,621.9,31.43,48.59,48.07,49.21,44.02,12.16,26.53,290.67,307.56,400.52,432.68,549.33,566.95,20.08,25.54,-14.37,-16.89,-32.16,-17.62,-5.46,4.18,91.37
"Michael Frolik","20-21","MTL","R",8,89.4,0,52.9,54.67,56.58,46.73,0,3.19,41.55,36.99,60.63,50.28,87.3,67,2.57,2.93,-3.19,4.56,10.35,20.3,-0.36,0,91.38
"Michael Grabner","19-20","ARI","R",46,458.02,44.12,47.72,45.51,43.99,47.98,14.89,18.86,205.63,225.29,277.41,332.15,367.25,467.63,16.35,17.73,-3.97,-19.66,-54.74,-100.38,-1.38,7.24,91.63
"Michael McCarron","20-21","NSH","R",6,54.67,0,37.94,42.83,46.9,48.4,0,0,20,32.72,30.51,40.73,44.88,50.81,1.51,1.61,0,-12.72,-10.22,-5.93,-0.1,0,100
"Michael McCarron","21-22","NSH","R",51,466.6,60.78,48.89,51.01,50.13,50.24,20.41,13.17,232.4,242.93,331.67,318.53,424.62,422.46,18,17.83,7.24,-10.53,13.14,2.16,0.17,8.78,94.58
"Michael McLeod","19-20","N.J","C",12,118.6,74.09,48.98,45.23,42.04,51.54,6.09,2.13,56.12,58.46,69.56,84.23,94.42,130.16,4.68,4.4,3.96,-2.34,-14.67,-35.74,0.28,10.85,96.36
"Michael McLeod","20-21","N.J","C",52,618.37,41.1,46.09,46.69,45.91,48.44,19.5,27.94,272,318.15,376.45,429.81,481.88,567.69,21.96,23.37,-8.44,-46.15,-53.36,-85.81,-1.41,7.17,91.22
"Michael McLeod","21-22","N.J","C",77,840.98,40.82,46.34,46.28,45.69,46.45,29.32,42.5,358.28,414.8,515.73,598.75,674.26,801.41,29.3,33.78,-13.18,-56.52,-83.02,-127.15,-4.48,8.18,89.75
"Michael Pezzetta","21-22","MTL","C/L",51,391.33,41.7,48.92,47.59,47.12,48.24,15.97,22.33,205.56,214.6,250.47,275.8,322.61,362,16.59,17.8,-6.36,-9.04,-25.33,-39.39,-1.21,7.77,89.59
"Michael Raffl","19-20","PHI","L",58,630.57,46.72,50.72,49.44,49.39,47.75,24.25,27.65,299.63,291.14,395.73,404.69,528.43,541.39,22.46,24.58,-3.4,8.49,-8.96,-12.96,-2.12,8.09,90.5
"Michael Raffl","20-21","PHI/WSH","L",44,519.63,43.42,50.05,51.98,52.49,49.12,15.22,19.83,225.85,225.4,325.51,300.67,448.47,405.88,18.37,19.03,-4.61,0.45,24.84,42.59,-0.66,6.74,91.2
"Michael Raffl","21-22","DAL","L",76,943.58,32.02,47.39,49.88,49,49.87,15.89,33.73,370.36,411.1,564.77,567.46,741.82,772.17,32.49,32.66,-17.84,-40.74,-2.69,-30.35,-0.17,4.29,91.8
"Michael Rasmussen","20-21","DET","C",40,463.87,41.73,40.77,40.01,39.04,43.99,17.16,23.96,173.3,251.74,234.19,351.15,299.46,467.63,15.01,19.11,-6.8,-78.44,-116.96,-168.17,-4.1,9.9,90.48
"Michael Rasmussen","21-22","DET","C",80,958.98,38.22,44.09,43.52,42.21,42.67,32.8,53.03,408.82,518.42,540,700.85,705.4,965.58,32.56,43.74,-20.23,-109.6,-160.85,-260.18,-11.18,8.02,89.77
"Michael Sgarbossa","21-22","WSH","C",10,91.43,64.44,58.19,57.63,57.8,63.69,5.11,2.82,65.81,47.28,86.19,63.37,108.97,79.57,6.14,3.5,2.29,18.53,22.82,29.4,2.64,7.76,94.04
"Michael Stone","19-20","CGY","D",33,491.58,43.91,45.51,44.2,44.55,43.29,18.15,23.18,233.38,279.44,314.53,397.03,427.27,531.9,17.93,23.49,-5.03,-46.06,-82.5,-104.63,-5.56,7.78,91.7
"Michael Stone","20-21","CGY","D",21,293.5,51.51,52.51,53.79,55.12,56.97,15,14.12,160,144.68,231.5,198.89,307.51,250.38,12.95,9.78,0.88,15.32,32.61,57.13,3.17,9.38,90.24
"Michael Stone","21-22","CGY","D",11,168.5,64.78,53.27,51.98,52.77,47.76,7.21,3.92,97.5,85.54,144.6,133.56,193.82,173.49,7.8,8.53,3.29,11.96,11.04,20.33,-0.73,7.39,95.42
"Michal Kempny","19-20","WSH","D",58,967.68,57.92,49.59,50.23,50.71,47.44,57.89,42.06,495.8,503.93,694.82,688.54,943.7,917.36,39.05,43.26,15.83,-8.13,6.28,26.34,-4.21,11.68,91.65
"Michal Kempny","21-22","WSH","D",15,220.3,37.75,41.72,43.64,42.8,45.65,4.99,8.23,77.92,108.84,123.61,159.63,173.29,231.62,6.77,8.06,-3.24,-30.92,-36.02,-58.33,-1.29,6.4,92.44
"Micheal Ferland","19-20","VAN","L",14,124.63,42.34,42.94,43.6,43.08,34.98,5.91,8.05,46.02,61.15,64.42,83.32,87.31,115.37,3.11,5.78,-2.14,-15.13,-18.9,-28.06,-2.67,12.84,86.84
"Micheal Haley","19-20","NYR","C",22,119.92,10.63,35.46,37.73,35.59,35.91,0.94,7.9,36.06,65.64,54.85,90.54,68.36,123.7,3.16,5.64,-6.96,-29.58,-35.69,-55.34,-2.48,2.61,87.96
"Miikka Salomaki","19-20","NSH","R",5,57.45,100,47.19,45.89,44.33,51.81,1.93,0,19.46,21.78,24.44,28.82,36.23,45.5,1.43,1.33,1.93,-2.32,-4.38,-9.27,0.1,9.92,100
"Mika Zibanejad","19-20","NYR","C",57,826.57,57.1,50.61,50.02,49.72,45.62,49.12,36.9,446.29,435.55,601.27,600.76,784.61,793.3,34.43,41.04,12.22,10.74,0.51,-8.69,-6.61,11.01,91.53
"Mika Zibanejad","20-21","NYR","C",56,754.65,50.25,44.74,45.79,45.68,45.43,36.45,36.09,313.68,387.4,443.85,525.45,583.1,693.26,25.72,30.89,0.36,-73.72,-81.6,-110.16,-5.17,11.62,90.68
"Mika Zibanejad","21-22","NYR","C",81,1149.18,58.4,51.31,50.38,49.13,52.35,58.64,41.77,573.43,544.06,770.96,759.48,1001.1,1036.57,50.98,46.41,16.87,29.37,11.48,-35.47,4.57,10.23,92.32
"Mikael Backlund","19-20","CGY","C",70,1016.32,51.8,50.12,49.71,50.41,51.15,48.52,45.15,536.7,534.15,747.18,755.83,998.77,982.33,44.5,42.5,3.37,2.55,-8.65,16.44,2,9.04,91.55
"Mikael Backlund","20-21","CGY","C",54,733.72,48.22,55.69,55.13,54.68,56.36,32.99,35.43,386.57,307.56,544.19,442.99,706.3,585.48,32.45,25.13,-2.44,79.01,101.2,120.82,7.32,8.53,88.48
"Mikael Backlund","21-22","CGY","C",82,1099.7,57.65,58.66,58.58,59.19,55.92,48.51,35.63,695.48,490.13,947.17,669.62,1254.36,864.75,51.97,40.96,12.88,205.35,277.55,389.61,11.01,6.98,92.73
"Mikael Granlund","19-20","NSH","C",63,892.72,48.24,51.19,52.62,51.87,51.91,36.76,39.44,490.41,467.68,697.78,628.24,902.93,837.81,37.47,34.71,-2.68,22.73,69.54,65.12,2.76,7.5,91.57
"Mikael Granlund","20-21","NSH","C",51,713,54.54,47.04,48.66,48.17,48.92,30.19,25.16,357.38,402.43,492.03,519.04,630.75,678.57,28.41,29.66,5.03,-45.05,-27.01,-47.82,-1.25,8.45,93.75
"Mikael Granlund","21-22","NSH","C",80,1165.22,51.01,47.73,48.79,48.55,49.55,55.03,52.86,568.2,622.27,809.89,850.22,1055.5,1118.44,47.08,47.93,2.17,-54.07,-40.33,-62.94,-0.85,9.68,91.51
"Mike Green","19-20","DET/EDM","D",50,903.52,29.89,46.42,46.94,45.67,48.91,20.84,48.89,400.41,462.09,541.69,612.31,702.23,835.49,33.03,34.5,-28.05,-61.68,-70.62,-133.26,-1.47,5.2,89.42
"Mike Hardman","20-21","CHI","L",8,86.35,48.64,35.99,33.43,34.32,32.19,3.94,4.16,29.52,52.51,38.28,76.23,48.8,93.38,2.71,5.71,-0.22,-22.99,-37.95,-44.58,-3,13.35,92.08
"Mike Hardman","21-22","CHI","L",21,189.8,30.72,37.43,36.76,38.03,48.19,4.94,11.14,67.94,113.59,94.78,163.06,133.45,217.42,6.66,7.16,-6.2,-45.65,-68.28,-83.97,-0.5,7.27,90.19
"Mike Hoffman","19-20","FLA","C",69,870.27,49.26,46.76,48.32,49.73,46.37,35.79,36.87,412.06,469.18,569.8,609.48,776.96,785.5,32.45,37.53,-1.08,-57.12,-39.68,-8.54,-5.08,8.69,92.14
"Mike Hoffman","20-21","STL","C",52,647.22,47.82,46.75,44.82,45.41,43.2,22.93,25.02,273.23,311.22,359.42,442.53,483.89,581.81,19.21,25.26,-2.09,-37.99,-83.11,-97.92,-6.05,8.39,91.96
"Mike Hoffman","21-22","MTL","C",67,932.1,42.31,46.02,45.3,44.52,40.31,32.87,44.81,408.18,478.74,551.26,665.59,749.55,934.21,32.75,48.49,-11.94,-70.56,-114.33,-184.66,-15.74,8.05,90.64
"Mike Matheson","19-20","FLA","D",59,965.3,47.08,50.22,49.83,50,46.57,45.82,51.5,503.79,499.46,670.7,675.32,902.67,902.5,35.23,40.42,-5.68,4.33,-4.62,0.17,-5.19,9.1,89.69
"Mike Matheson","20-21","PIT","D",44,765.88,54.8,51.4,51.07,51.12,50.41,40.72,33.58,395.77,374.18,515.55,494.01,673.77,644.16,28.58,28.11,7.14,21.59,21.54,29.61,0.47,10.29,91.03
"Mike Matheson","21-22","PIT","D",74,1306.45,54.17,52.85,54.31,53.68,54.79,64.98,54.97,760,678.07,1040.74,875.6,1343.4,1159.07,64.39,53.14,10.01,81.93,165.14,184.33,11.25,8.55,91.89
"Mike Reilly","19-20","MTL/OTT","D",44,692.46,44.73,49.99,50.97,50.64,52.1,28.62,35.36,394.41,394.49,560.84,539.47,735.98,717.45,33.55,30.85,-6.74,-0.08,21.37,18.53,2.7,7.26,91.04
"Mike Reilly","20-21","BOS/OTT","D",55,903.67,51.86,54.52,55.18,53.89,54.01,44.9,41.68,525.35,438.3,724.28,588.18,895.2,765.81,38.01,32.37,3.22,87.05,136.1,129.39,5.64,8.55,90.49
"Mike Reilly","21-22","BOS","D",70,1205.35,53.19,59.32,57.97,57.41,58.48,48.65,42.81,810.75,556.03,1041.74,755.32,1309.08,970.96,55.89,39.68,5.84,254.72,286.42,338.12,16.21,6,92.3
"Mikey Anderson","19-20","L.A","D",6,98.65,69.87,50.64,48.17,44.84,43.86,4.8,2.07,46.44,45.27,61.32,65.99,79.86,98.25,3.07,3.93,2.73,1.17,-4.67,-18.39,-0.86,10.34,95.43
"Mikey Anderson","20-21","L.A","D",54,1008.62,48.17,48.93,47.56,47.69,46.45,31.75,34.16,449.98,469.71,607.36,669.76,801.02,878.6,34.92,40.26,-2.41,-19.73,-62.4,-77.58,-5.34,7.06,92.73
"Mikey Anderson","21-22","L.A","D",57,1015.98,50.12,54.57,54.53,54.12,53.38,42.05,41.85,559.15,465.51,776.03,646.99,1000.69,848.33,44.5,38.87,0.2,93.64,129.04,152.36,5.63,7.52,91.01
"Mikhail Grigorenko","20-21","CBJ","C",32,407.6,47.67,44.94,45.7,45.82,45.86,15.47,16.98,198.35,243.05,269.01,319.62,342.84,405.4,14.18,16.74,-1.51,-44.7,-50.61,-62.56,-2.56,7.8,93.01
"Mikhail Maltsev","20-21","N.J","L",33,363.8,44.62,48.65,49.82,51.92,46.89,13.72,17.03,182.66,192.76,255.12,256.93,344.03,318.58,12.75,14.44,-3.31,-10.1,-1.81,25.45,-1.69,7.51,91.17
"Mikhail Maltsev","21-22","COL","L",18,136.92,23.44,53.38,53.84,56.68,49.64,2.06,6.73,77.91,68.04,104.7,89.75,142.23,108.7,5.53,5.61,-4.67,9.87,14.95,33.53,-0.08,2.64,90.11
"Mikhail Sergachev","19-20","T.B","D",70,1178.42,57.83,51.28,51.93,53.58,53.91,54.42,39.69,582.72,553.72,816.96,756.31,1135.88,984.11,47.87,40.93,14.73,29,60.65,151.77,6.94,9.34,92.83
"Mikhail Sergachev","20-21","T.B","D",56,988.97,58.92,50.15,50.9,51.17,52.69,44.2,30.82,477.32,474.53,652.64,629.68,854.46,815.37,40.68,36.53,13.38,2.79,22.96,39.09,4.15,9.26,93.51
"Mikhail Sergachev","21-22","T.B","D",78,1446.25,52.05,50.17,51.11,50.6,52,65.36,60.2,706.95,702.28,999.3,955.73,1294.82,1264.32,65.67,60.62,5.16,4.67,43.57,30.5,5.05,9.25,91.43
"Mikhail Vorobyev","19-20","PHI","C",20,194.03,31.56,42.21,44.77,45.02,31.9,4.92,10.67,66.12,90.52,96.28,118.77,126.07,153.95,4.59,9.8,-5.75,-24.4,-22.49,-27.88,-5.21,7.44,88.21
"Mikkel Boedker","19-20","OTT","L",20,167.68,42.09,43.47,46.46,45.15,48.25,5.08,6.99,64.96,84.48,96.45,111.17,130.29,158.28,6.06,6.5,-1.91,-19.52,-14.72,-27.99,-0.44,7.82,91.73
"Mikko Koivu","19-20","MIN","C",55,649.42,54.34,50.42,50.64,50.43,55.42,24.98,20.99,327.61,322.16,457.75,446.21,606.84,596.47,26.41,21.24,3.99,5.45,11.54,10.37,5.17,7.62,93.48
"Mikko Koivu","20-21","CBJ","C",7,77.15,42.74,42.63,37.83,38.78,34.72,3.77,5.05,29.01,39.04,36.89,60.63,50.1,79.09,1.83,3.44,-1.28,-10.03,-23.74,-28.99,-1.61,13,87.06
"Mikko Lehtonen (D)","20-21","CBJ/TOR","D",26,375.96,46.44,44.89,43.4,43.73,43.4,13.95,16.09,168.53,206.9,224.17,292.4,283.47,364.79,12.43,16.21,-2.14,-38.37,-68.23,-81.32,-3.78,8.28,92.22
"Mikko Rantanen","19-20","COL","R",42,620.03,50.73,54.21,54.82,54.87,52.97,31.97,31.05,372.7,314.81,514.82,424.37,677.28,557.05,27.49,24.41,0.92,57.89,90.45,120.23,3.08,8.58,90.14
"Mikko Rantanen","20-21","COL","R",52,801.25,69.79,62.49,63.75,64.72,63.91,55.23,23.91,484.73,290.94,690.39,392.58,955.65,521.02,39.06,22.06,31.32,193.79,297.81,434.63,17,11.39,91.78
"Mikko Rantanen","21-22","COL","R",75,1212.98,63.74,56.12,56.49,57.33,56.81,88.32,50.24,782.81,612,1038.87,800.07,1388.33,1033.27,61.42,46.69,38.08,170.81,238.8,355.06,14.73,11.28,91.79
"Milan Lucic","19-20","CGY","L",68,786.88,51.28,49.94,49.67,49.76,49.88,32.01,30.41,385.09,386.06,543.29,550.48,713.79,720.71,28.79,28.93,1.6,-0.97,-7.19,-6.92,-0.14,8.31,92.12
"Milan Lucic","20-21","CGY","L",56,665.62,46.91,49.7,51.42,51.69,53.44,29.84,33.77,315.2,319.04,446.93,422.23,594.38,555.45,25.02,21.8,-3.93,-3.84,24.7,38.93,3.22,9.47,89.42
"Milan Lucic","21-22","CGY","L",82,898.62,42.32,53.41,53.42,54.9,49.22,25.64,34.94,479.58,418.39,689.34,601.06,920.56,756.25,31.96,32.97,-9.3,61.19,88.28,164.31,-1.01,5.35,91.65
"Miles Wood","19-20","N.J","L",68,825.87,38.43,44.33,43.27,43.09,43.32,28.17,45.14,402.46,505.39,534.33,700.56,708.67,936.04,32.15,42.07,-16.97,-102.93,-166.23,-227.37,-9.92,7,91.07
"Miles Wood","20-21","N.J","L",55,693.17,46.05,48.65,48.73,48.96,51.29,25.26,29.59,335.75,354.45,468.38,492.77,598.44,623.84,27.8,26.4,-4.33,-18.7,-24.39,-25.4,1.4,7.52,91.65
"Mirco Mueller","19-20","N.J","D",50,762.17,37.21,43.76,44.61,43.52,43.05,22.75,38.39,327.95,421.42,466.82,579.55,614.68,797.84,26.47,35.02,-15.64,-93.47,-112.73,-183.16,-8.55,6.94,90.89
"Miro Heiskanen","19-20","DAL","D",68,1266.37,57.34,50.91,50.3,50.26,53.97,46.89,34.88,632.49,609.98,848.7,838.46,1155.31,1143.34,52.45,44.74,12.01,22.51,10.24,11.97,7.71,7.41,94.28
"Miro Heiskanen","20-21","DAL","D",55,1100.57,45.97,53.03,51.71,51.84,51.87,32.99,38.78,555.35,491.79,751.33,701.76,993.2,922.82,41.98,38.96,-5.79,63.56,49.57,70.38,3.02,5.94,92.11
"Miro Heiskanen","21-22","DAL","D",70,1407.65,56.82,51.93,52.04,52.14,55.14,52.67,40.02,730.78,676.51,1000.33,921.96,1327.36,1218.3,65.99,53.68,12.65,54.27,78.37,109.06,12.31,7.21,94.08
"Mitch Marner","19-20","TOR","C",59,913.25,50.01,52.39,52.66,52.62,54.38,46.14,46.12,500.18,454.53,706.17,634.75,934.87,841.63,44.79,37.57,0.02,45.65,71.42,93.24,7.22,9.22,89.85
"Mitch Marner","20-21","TOR","C",55,904.07,61.48,54.33,53.44,52.96,58.88,55.71,34.91,464.34,390.39,633.98,552.26,830.84,737.99,44.94,31.39,20.8,73.95,81.72,92.85,13.55,12,91.06
"Mitch Marner","21-22","TOR","C/R",72,1095.87,58.23,56.65,57.76,58.15,61.98,82.07,58.86,661.65,506.35,954.06,697.63,1261.51,907.73,66.23,40.63,23.21,155.3,256.43,353.78,25.6,12.4,88.38
"Mitchell Stephens","19-20","T.B","C",38,362.18,38.21,54.02,55.28,56.52,56.51,13.07,21.14,189.75,161.51,270.06,218.45,352.06,270.78,14.5,11.16,-8.07,28.24,51.61,81.28,3.34,6.89,86.91
"Mitchell Stephens","20-21","T.B","C",7,60.73,15.23,27.52,33.01,32.42,24.87,1.06,5.9,17.12,45.09,26.24,53.26,32.96,68.7,1.39,4.2,-4.84,-27.97,-27.02,-35.74,-2.81,6.19,86.92
"Mitchell Stephens","21-22","DET","C",27,260.15,33.25,37.19,36.22,37.96,35.47,7.02,14.09,95.04,160.52,125.24,220.52,172.63,282.12,7.03,12.79,-7.07,-65.48,-95.28,-109.49,-5.76,7.39,91.22
"Morgan Barron","20-21","NYR","C",5,59.05,39.06,37.67,33.3,35.52,28.53,2,3.12,19.27,31.88,23.98,48.03,31.44,57.07,1.01,2.53,-1.12,-12.61,-24.05,-25.63,-1.52,10.38,90.21
"Morgan Barron","21-22","NYR/WPG","C",27,258.03,37.82,50.08,49.05,45.49,49.14,5.96,9.8,117.79,117.4,154.79,160.76,185.45,222.24,9.75,10.09,-3.84,0.39,-5.97,-36.79,-0.34,5.06,91.65
"Morgan Frost","19-20","PHI","C",20,224.27,46.88,48.42,49.91,50.87,47.64,12,13.6,117.46,125.12,158.1,158.7,215.86,208.48,9.47,10.41,-1.6,-7.66,-0.6,7.38,-0.94,10.22,89.13
