"Player","Season","Team","Position","GP","TOI","G","A1","A2","Points","iSF","iFF","iCF","ixG","Sh%","FSh%","xFSh%","iBLK","GIVE","TAKE","iHF","iHA","iPENT2","iPEND2","iPENT5","iPEND5","iPEN±","FOW","FOL","FO±"
"Karson Kuhlman","20-21","BOS","C",20,212.97,2,0,0,2,31,39,47,1.92,6.45,5.13,4.92,4,1,2,27,21,0,2,0,0,2,2,2,0
"Karson Kuhlman","21-22","BOS/SEA","C",44,523.75,3,2,5,10,68,92,116,7.16,4.41,3.26,7.78,20,10,12,71,54,3,4,0,0,1,0,2,-2
"Kasper Bjorkqvist","21-22","PIT","R",6,50.22,1,0,0,1,8,8,11,0.93,12.5,12.5,11.62,2,0,0,9,10,1,0,0,0,-1,0,0,0
"Kasperi Kapanen","19-20","TOR","R",69,1089.52,13,10,13,36,121,162,214,11.86,10.74,8.02,7.32,17,29,36,73,55,7,18,2,2,11,2,13,-11
"Kasperi Kapanen","20-21","PIT","R",40,621.27,11,8,11,30,68,85,112,5.8,16.18,12.94,6.82,8,21,16,41,51,1,4,1,1,3,0,1,-1
"Kasperi Kapanen","21-22","PIT","R",79,1148.05,11,13,8,32,129,178,235,11.99,8.53,6.18,6.74,19,30,40,110,93,8,9,0,0,1,5,7,-2
"Keegan Kolesar","20-21","VGK","R",44,420.03,3,4,6,13,46,66,76,6.21,6.52,4.55,9.41,15,7,9,107,67,5,7,4,4,2,62,73,-11
"Keegan Kolesar","21-22","VGK","R",77,975.07,7,12,5,24,94,117,142,12.14,7.45,5.98,10.38,46,36,33,246,158,14,13,8,9,0,76,112,-36
"Keith Yandle","19-20","FLA","D",69,1359.07,5,20,20,45,129,182,272,5.05,3.88,2.75,2.77,51,66,25,18,12,10,5,0,0,-5,0,1,-1
"Keith Yandle","20-21","FLA","D",56,965.53,3,16,8,27,113,143,217,4.01,2.65,2.1,2.8,27,32,13,18,12,19,5,0,0,-14,0,0,0
"Keith Yandle","21-22","PHI","D",77,1076.38,1,5,13,19,105,148,233,4.38,0.95,0.68,2.96,40,39,11,29,17,7,3,0,0,-4,0,0,0
"Kent Johnson","21-22","CBJ","C",9,111.98,0,1,2,3,5,13,20,0.96,0,0,7.38,1,2,2,4,8,1,0,0,0,-1,0,0,0
"Kevan Miller","20-21","BOS","D",28,533.82,1,0,3,4,27,46,66,0.99,3.7,2.17,2.15,37,12,6,64,74,5,4,2,2,-1,0,0,0
"Kevin Bahl","20-21","N.J","D",7,118.42,0,0,2,2,5,6,10,0.09,0,0,1.5,6,4,2,18,7,0,0,0,0,0,0,0,0
"Kevin Bahl","21-22","N.J","D",17,267.82,1,2,1,4,16,22,30,0.41,6.25,4.55,1.86,15,3,4,28,9,5,0,0,0,-5,0,0,0
"Kevin Connauton","19-20","COL","D",4,62,0,0,0,0,4,9,12,0.46,0,0,5.11,6,0,0,6,7,0,1,0,0,1,0,0,0
"Kevin Connauton","20-21","FLA","D",7,99.5,0,0,1,1,5,9,12,0.14,0,0,1.56,3,5,0,12,14,1,0,1,1,-1,0,0,0
"Kevin Connauton","21-22","FLA/PHI","D",39,509.98,1,1,1,3,30,39,67,1.32,3.33,2.56,3.38,32,16,6,74,61,2,1,0,0,-1,0,0,0
"Kevin Fiala","19-20","MIN","L",64,985.65,23,20,11,54,175,232,312,15.4,13.14,9.91,6.64,18,35,33,25,60,21,23,0,0,2,2,7,-5
"Kevin Fiala","20-21","MIN","L",50,844.98,20,12,8,40,162,227,290,16.93,12.35,8.81,7.46,13,45,41,27,53,14,16,1,0,1,5,10,-5
"Kevin Fiala","21-22","MIN","L",82,1445.87,33,31,21,85,262,358,452,27.21,12.6,9.22,7.6,21,54,38,52,92,21,33,0,0,12,4,11,-7
"Kevin Hayes","19-20","PHI","R",69,1223.3,23,9,9,41,175,235,281,20.63,13.14,9.79,8.78,22,34,43,88,61,17,10,0,0,-7,415,411,4
"Kevin Hayes","20-21","PHI","R",55,963.73,12,13,6,31,127,178,226,14.81,9.45,6.74,8.32,14,27,22,60,30,11,11,0,0,0,234,244,-10
"Kevin Hayes","21-22","PHI","C/R",48,860.32,10,13,8,31,126,160,209,9.62,7.94,6.25,6.01,12,20,30,36,22,8,12,0,0,4,260,347,-87
"Kevin Labanc","19-20","S.J","R",70,1124.9,14,9,10,33,176,243,304,17.25,7.95,5.76,7.1,24,33,33,46,83,21,17,0,0,-4,2,10,-8
"Kevin Labanc","20-21","S.J","R",55,903.25,12,11,5,28,128,173,228,13.83,9.38,6.94,7.99,15,24,17,61,45,13,17,1,1,4,0,1,-1
"Kevin Labanc","21-22","S.J","R",21,279.12,3,2,1,6,36,47,62,2.63,8.33,6.38,5.6,9,6,6,28,21,3,3,0,0,0,0,1,-1
"Kevin Rooney","19-20","N.J","C",49,574.8,4,5,0,9,59,79,97,5.77,6.78,5.06,7.3,32,13,17,64,66,5,10,2,2,5,175,197,-22
"Kevin Rooney","20-21","NYR","C",54,667,8,3,3,14,62,77,91,6.93,12.9,10.39,9,35,13,11,110,71,7,8,4,4,1,197,241,-44
"Kevin Rooney","21-22","NYR","C",61,844.85,6,3,3,12,71,84,110,7.01,8.45,7.14,8.35,47,19,22,84,69,9,19,0,0,10,181,223,-42
"Kevin Shattenkirk","19-20","T.B","D",70,1322.5,8,13,13,34,131,172,246,5.62,6.11,4.65,3.27,66,34,32,62,103,19,8,0,0,-11,0,0,0
"Kevin Shattenkirk","20-21","ANA","D",55,1166.27,2,6,7,15,93,125,187,4.71,2.15,1.6,3.77,58,27,14,57,74,14,8,0,0,-6,0,0,0
"Kevin Shattenkirk","21-22","ANA","D",82,1756.2,8,13,14,35,163,214,295,7.52,4.91,3.74,3.51,135,58,38,73,100,18,5,0,0,-13,0,1,-1
"Kevin Stenlund","19-20","CBJ","C",32,447.42,6,2,2,10,57,70,100,4.79,10.53,8.57,6.84,22,9,6,19,52,4,8,0,0,4,52,77,-25
"Kevin Stenlund","20-21","CBJ","C",32,400.93,5,4,1,10,42,57,75,3.99,11.9,8.77,7,13,8,6,17,45,4,6,0,0,2,103,115,-12
"Kiefer Sherwood","19-20","ANA","L",10,133.27,0,1,0,1,17,25,33,1.36,0,0,5.44,4,7,4,24,11,3,2,0,0,-1,3,1,2
"Kiefer Sherwood","20-21","COL","L",16,140.75,0,1,2,3,18,24,40,2.26,0,0,9.42,6,2,3,40,13,0,1,0,0,1,1,1,0
"Kiefer Sherwood","21-22","COL","L",11,94.23,1,0,1,2,9,10,14,0.94,11.11,10,9.4,4,1,4,12,10,0,2,0,0,2,1,0,1
"Kieffer Bellows","19-20","NYI","L",8,85.2,2,0,1,3,11,17,21,1.01,18.18,11.76,5.94,4,5,2,12,9,1,3,0,0,2,0,0,0
"Kieffer Bellows","20-21","NYI","L",14,154.28,3,0,0,3,19,25,36,1.55,15.79,12,6.2,5,2,2,36,11,2,4,0,0,2,2,2,0
"Kieffer Bellows","21-22","NYI","L",45,533.9,6,8,5,19,80,108,147,7.11,7.5,5.56,6.58,14,26,6,103,63,7,4,1,1,-3,0,1,-1
"Kirby Dach","19-20","CHI","C",64,913,8,6,9,23,101,136,162,11.99,7.92,5.88,8.82,23,16,38,33,191,12,15,0,0,3,75,147,-72
"Kirby Dach","20-21","CHI","C",18,334.28,2,6,2,10,26,40,50,3.65,7.69,5,9.12,12,4,18,7,64,2,6,0,0,4,77,114,-37
"Kirby Dach","21-22","CHI","C",70,1262.57,9,9,8,26,116,157,198,13.97,7.76,5.73,8.9,44,17,42,49,145,20,13,1,1,-7,179,366,-187
"Kirill Kaprizov","20-21","MIN","L",55,1006.37,27,17,7,51,157,228,280,18.95,17.2,11.84,8.31,18,35,27,29,60,8,25,0,0,17,3,21,-18
"Kirill Kaprizov","21-22","MIN","L",81,1548,47,39,22,108,289,400,515,29.59,16.26,11.75,7.4,29,72,57,73,131,17,43,0,0,26,5,4,1
"Klim Kostin","21-22","STL","C",40,360.72,4,2,3,9,31,44,60,2.67,12.9,9.09,6.07,9,16,9,90,18,9,11,1,1,2,2,2,0
"Kole Lind","20-21","VAN","R",7,92.05,0,0,0,0,4,7,12,0.31,0,0,4.43,3,2,2,8,4,0,0,0,0,0,0,0,0
"Kole Lind","21-22","SEA","R",23,272.12,2,1,5,8,31,39,47,2.72,6.45,5.13,6.97,10,3,7,18,36,6,3,0,0,-3,6,11,-5
"Kole Sherwood","20-21","CBJ","R",6,62.12,0,0,1,1,7,7,7,0.44,0,0,6.29,0,0,1,22,10,1,0,1,1,-1,0,0,0
"Korbinian Holzer","19-20","ANA/NSH","D",49,785.7,1,0,3,4,39,58,75,1.81,2.56,1.72,3.12,96,28,2,97,73,16,7,1,1,-9,0,0,0
"Kris Letang","19-20","PIT","D",61,1569.25,15,14,15,44,177,235,340,9.33,8.47,6.38,3.97,91,80,31,101,123,20,10,0,0,-10,0,0,0
"Kris Letang","20-21","PIT","D",55,1355.67,7,26,12,45,132,179,261,5.18,5.3,3.91,2.89,65,55,23,92,94,16,8,0,0,-8,0,1,-1
"Kris Letang","21-22","PIT","D",78,2010.83,10,34,24,68,214,272,403,9.99,4.67,3.68,3.67,122,79,59,171,144,22,11,1,1,-11,0,0,0
"Kris Russell","19-20","EDM","D",55,922.88,0,4,5,9,45,58,82,1.29,0,0,2.22,101,38,31,71,75,7,5,0,0,-2,0,0,0
"Kris Russell","20-21","EDM","D",35,643.72,0,4,5,9,41,55,88,1.8,0,0,3.27,75,29,8,41,64,4,4,0,0,0,0,0,0
"Kris Russell","21-22","EDM","D",31,478.65,2,3,4,9,34,45,66,1.77,5.88,4.44,3.93,68,14,3,33,31,2,1,0,0,-1,0,0,0
"Kristian Reichel","21-22","WPG","C",13,135.25,1,0,1,2,18,23,30,1.62,5.56,4.35,7.04,10,1,7,14,16,1,1,1,1,0,1,0,1
"Kristian Vesalainen","20-21","WPG","L",12,104.22,0,1,0,1,5,8,10,0.47,0,0,5.88,5,2,2,8,10,0,1,0,0,1,0,0,0
"Kristian Vesalainen","21-22","WPG","L",53,459.53,2,0,1,3,43,49,64,3.2,4.65,4.08,6.53,14,8,5,72,33,3,5,0,0,2,0,1,-1
"Kurtis Gabriel","20-21","S.J","R",11,84.33,0,0,0,0,4,9,11,0.71,0,0,7.89,10,0,1,46,23,5,2,5,4,-4,0,0,0
"Kurtis MacDermid","19-20","L.A","D",45,617.1,3,2,3,8,51,73,108,1.77,5.88,4.11,2.42,43,26,5,95,38,11,2,5,5,-9,0,0,0
"Kurtis MacDermid","20-21","L.A","D",28,373.93,2,0,2,4,16,29,42,1.11,12.5,6.9,3.83,35,17,2,46,16,8,2,4,4,-6,0,0,0
"Kurtis MacDermid","21-22","COL","D",58,429.15,2,2,1,5,46,63,89,2.18,4.35,3.17,3.46,22,12,5,105,41,12,3,7,6,-10,0,0,0
"Kyle Burroughs","20-21","COL","D",5,50.4,0,0,1,1,3,6,8,0.1,0,0,1.67,2,1,1,10,11,0,1,1,1,1,0,0,0
"Kyle Burroughs","21-22","VAN","D",42,543.33,1,1,2,4,39,49,83,1.64,2.56,2.04,3.35,59,7,7,122,80,12,6,3,3,-6,0,0,0
"Kyle Capobianco","19-20","ARI","D",9,132.87,1,0,0,1,10,11,19,0.25,10,9.09,2.27,10,4,1,14,8,1,1,0,0,0,0,0,0
"Kyle Capobianco","21-22","ARI","D",45,720.18,2,5,2,9,40,62,85,2.45,5,3.23,3.95,46,31,16,43,37,19,6,0,0,-13,0,0,0
"Kyle Clifford","19-20","L.A/TOR","L",69,772.2,7,7,3,17,110,158,188,9.99,6.36,4.43,6.32,15,17,11,133,105,14,9,6,6,-5,6,4,2
"Kyle Clifford","20-21","STL","L",50,496.58,4,3,0,7,65,87,105,5.22,6.15,4.6,6,17,13,8,69,58,5,6,4,4,1,6,6,0
"Kyle Clifford","21-22","STL/TOR","L",25,219.92,1,1,2,4,29,36,44,2.08,3.45,2.78,5.78,5,5,5,50,56,3,5,3,3,2,3,4,-1
"Kyle Connor","19-20","WPG","L",71,1497.22,38,23,12,73,239,303,369,31.3,15.9,12.54,10.33,17,39,43,18,54,12,11,0,0,-1,2,11,-9
"Kyle Connor","20-21","WPG","L",56,1049.35,26,13,11,50,166,228,302,19.3,15.66,11.4,8.46,18,32,37,18,54,6,9,0,0,3,6,4,2
"Kyle Connor","21-22","WPG","L",79,1720.32,47,27,19,93,317,395,499,35.76,14.83,11.9,9.05,23,47,66,32,63,2,6,0,0,4,1,6,-5
"Kyle Criscuolo","21-22","DET","C",6,57.33,0,1,1,2,5,7,10,0.32,0,0,4.57,1,0,0,6,5,1,0,0,0,-1,4,9,-5
"Kyle Okposo","19-20","BUF","R",52,668.07,9,9,1,19,82,112,133,8.05,10.98,8.04,7.19,15,13,15,55,53,10,10,0,0,0,38,33,5
"Kyle Okposo","20-21","BUF","R",35,485.85,2,6,5,13,45,59,69,4.01,4.44,3.39,6.8,14,9,10,29,33,0,3,0,0,3,26,22,4
"Kyle Okposo","21-22","BUF","R",74,1242.17,21,8,16,45,174,241,304,13.86,12.07,8.71,5.75,19,35,24,59,75,19,13,1,1,-6,92,93,-1
"Kyle Palmieri","19-20","N.J","C",65,1111.55,25,9,11,45,155,236,285,19.58,16.13,10.59,8.3,36,28,29,74,72,13,11,1,1,-2,12,25,-13
"Kyle Palmieri","20-21","N.J/NYI","C",51,845.25,10,3,8,21,115,181,223,15.48,8.7,5.52,8.55,12,24,22,62,83,10,13,0,0,3,8,12,-4
"Kyle Palmieri","21-22","NYI","C/R",69,1078.12,15,8,10,33,156,215,267,19.34,9.62,6.98,9,18,20,16,77,66,21,17,1,1,-4,15,36,-21
"Kyle Rau","20-21","MIN","C",14,133.82,0,1,1,2,15,19,25,1.28,0,0,6.74,15,1,4,23,13,2,2,1,1,0,0,0,0
"Kyle Turris","19-20","NSH","C",62,956.3,9,13,9,31,88,119,162,8.38,10.23,7.56,7.04,25,29,21,18,55,11,8,0,0,-3,246,272,-26
"Kyle Turris","20-21","EDM","C",27,332.62,2,3,0,5,27,37,51,2.69,7.41,5.41,7.27,8,7,8,16,17,5,2,0,0,-3,97,107,-10
"Kyle Turris","21-22","EDM","C",23,198.3,1,0,3,4,21,29,43,1.53,4.76,3.45,5.28,6,5,9,13,24,2,2,0,0,0,28,22,6
"Lane Pederson","20-21","ARI","C",15,166.15,1,1,1,3,15,24,26,1.9,6.67,4.17,7.92,2,2,3,39,12,1,1,0,0,0,39,39,0
"Lane Pederson","21-22","S.J","C",29,305.03,0,1,1,2,24,33,40,1.91,0,0,5.79,10,6,6,54,41,5,3,0,0,-2,42,54,-12
"Lars Eller","19-20","WSH","C",69,1174.03,16,15,8,39,151,223,271,18.62,10.6,7.17,8.35,44,41,44,59,118,24,22,0,0,-2,536,497,39
"Lars Eller","20-21","WSH","C",44,719.07,8,6,9,23,69,107,134,9.22,11.59,7.48,8.62,16,20,19,36,43,8,11,1,2,4,332,327,5
"Lars Eller","21-22","WSH","C",72,1160.58,13,15,3,31,116,170,213,11.23,11.21,7.65,6.61,36,44,37,95,93,20,17,0,0,-3,510,521,-11
"Lassi Thomson","21-22","OTT","D",16,275.88,0,2,3,5,18,21,39,0.64,0,0,3.05,9,7,5,23,23,1,3,0,0,2,0,0,0
"Laurent Dauphin","21-22","MTL","C",38,505.15,4,4,4,12,50,68,84,5.41,8,5.88,7.96,27,13,17,31,80,10,7,1,1,-3,104,143,-39
"Lawrence Pilut","19-20","BUF","D",13,211.13,0,0,0,0,6,12,17,0.28,0,0,2.33,19,4,2,10,14,3,3,0,0,0,0,0,0
"Lawson Crouse","19-20","ARI","L",66,896.38,15,9,1,25,109,142,170,12.35,13.76,10.56,8.7,29,22,28,201,74,9,16,3,3,7,24,23,1
"Lawson Crouse","20-21","ARI","L",51,729.15,4,8,1,13,70,112,135,8.62,5.71,3.57,7.7,30,11,20,155,44,8,11,2,2,3,20,23,-3
"Lawson Crouse","21-22","ARI","L",65,1133.53,20,9,5,34,131,183,224,15.58,15.27,10.93,8.51,36,23,29,181,92,16,11,4,4,-5,16,32,-16
"Lean Bergmann","19-20","S.J","C",12,99.22,0,1,0,1,11,16,17,0.52,0,0,3.25,5,0,3,29,3,2,4,0,0,2,0,2,-2
"Leo Komarov","19-20","NYI","C",48,604.63,4,4,6,14,46,55,65,5.78,8.7,7.27,10.51,29,16,13,123,43,5,6,0,0,1,34,52,-18
"Leo Komarov","20-21","NYI","C",33,423.47,1,4,3,8,27,33,41,2.47,3.7,3.03,7.48,11,8,10,83,19,5,2,1,0,-4,26,41,-15
"Leon Draisaitl","19-20","EDM","C",71,1605.4,43,39,28,110,218,302,402,30.42,19.72,14.24,10.07,19,91,60,27,96,9,20,0,0,11,661,608,53
"Leon Draisaitl","20-21","EDM","C",56,1242.55,31,30,23,84,168,229,302,22.59,18.45,13.54,9.86,12,71,56,37,97,11,12,0,0,1,574,457,117
"Leon Draisaitl","21-22","EDM","C",80,1787.93,55,33,22,110,278,387,482,38.79,19.78,14.21,10.02,25,88,74,53,140,20,28,0,0,8,878,769,109
"Liam Foudy","20-21","CBJ","C",24,302.23,0,3,1,4,40,51,63,3.26,0,0,6.39,5,5,6,13,23,3,5,0,0,2,2,8,-6
"Liam O'Brien","20-21","COL","C",12,78.83,0,2,1,3,6,8,11,0.43,0,0,5.38,2,1,0,28,6,5,5,2,2,0,0,0,0
"Liam O'Brien","21-22","ARI","C",39,369.62,2,1,0,3,36,51,67,3.75,5.56,3.92,7.35,10,8,6,139,54,13,10,10,10,-3,5,5,0
"Lias Andersson","19-20","NYR","C",17,162.25,0,0,1,1,13,14,14,1.03,0,0,7.36,8,4,8,20,18,2,0,0,0,-2,41,47,-6
"Lias Andersson","20-21","L.A","C",23,277.52,3,3,0,6,23,31,37,3.24,13.04,9.68,10.45,9,5,3,8,25,6,9,0,0,3,20,32,-12
"Lias Andersson","21-22","L.A","C",20,212.3,1,1,0,2,29,33,38,2.99,3.45,3.03,9.06,3,5,2,23,24,6,6,0,0,0,21,26,-5
"Libor Hajek","19-20","NYR","D",28,447.57,0,2,3,5,23,35,48,0.82,0,0,2.34,44,17,8,24,58,6,5,0,0,-1,0,0,0
"Libor Hajek","20-21","NYR","D",44,671.93,2,1,1,4,33,46,56,1.39,6.06,4.35,3.02,48,17,5,26,76,6,5,0,0,-1,0,0,0
"Libor Hajek","21-22","NYR","D",17,223.25,0,0,1,1,12,15,22,0.25,0,0,1.67,26,4,2,7,27,4,2,0,0,-2,0,0,0
"Linus Hogberg","21-22","PHI","D",5,85.32,0,0,2,2,3,3,6,0.05,0,0,1.67,8,4,3,0,7,1,0,0,0,-1,0,0,0
"Logan Brown","19-20","OTT","C",23,270.42,1,5,2,8,23,32,42,2.46,4.35,3.12,7.69,11,16,10,13,19,2,4,0,0,2,55,79,-24
"Logan Brown","21-22","STL","C",39,397.4,4,4,3,11,34,49,56,5.65,11.76,8.16,11.53,13,13,7,22,54,4,2,0,0,-2,66,102,-36
"Logan Couture","19-20","S.J","C",52,963.43,16,15,8,39,126,162,219,13.8,12.7,9.88,8.52,45,26,28,54,55,4,13,0,0,9,195,248,-53
"Logan Couture","20-21","S.J","C",53,1020.92,17,6,8,31,114,154,196,14.12,14.91,11.04,9.17,39,16,27,58,50,10,8,1,1,-2,444,456,-12
"Logan Couture","21-22","S.J","C",77,1457.4,23,21,12,56,199,260,314,23.54,11.56,8.85,9.05,58,31,62,92,78,9,19,0,0,10,621,654,-33
"Logan O'Connor","19-20","COL","R",16,134.88,2,0,0,2,15,19,28,1.76,13.33,10.53,9.26,8,0,5,20,17,1,2,0,0,1,0,1,-1
"Logan O'Connor","20-21","COL","R",22,240.7,3,2,0,5,37,53,63,5.27,8.11,5.66,9.94,12,2,14,29,27,3,5,0,0,2,2,2,0
"Logan O'Connor","21-22","COL","R",81,1123.58,8,12,4,24,127,156,202,11.69,6.3,5.13,7.49,59,17,38,100,134,14,24,2,2,10,5,17,-12
"Logan Shaw","19-20","WPG","R",35,238.78,3,2,0,5,20,30,36,2.15,15,10,7.17,13,5,2,24,23,0,0,0,0,0,11,9,2
"Logan Shaw","21-22","OTT","R",17,159.43,1,1,1,3,17,20,22,1.23,5.88,5,6.15,5,3,11,11,12,1,1,0,0,0,58,57,1
"Logan Stanley","20-21","WPG","D",37,489.23,1,0,3,4,63,96,131,1.91,1.59,1.04,1.99,31,21,7,49,46,8,4,2,2,-4,0,0,0
"Logan Stanley","21-22","WPG","D",58,907.37,1,5,7,13,80,128,180,2.93,1.25,0.78,2.29,100,56,13,131,97,12,6,4,4,-6,0,0,0
"Loui Eriksson","19-20","VAN","L",49,606.23,6,5,2,13,59,72,85,7.81,10.17,8.33,10.85,15,8,17,10,38,6,1,0,0,-5,2,0,2
"Loui Eriksson","20-21","VAN","L",7,67.05,0,1,0,1,5,5,7,0.25,0,0,5,1,0,6,1,5,1,1,0,0,0,1,0,1
"Loui Eriksson","21-22","ARI","L",73,943.18,3,8,8,19,81,104,122,7.28,3.7,2.88,7,23,26,22,17,57,3,4,0,0,1,20,16,4
"Luca Sbisa","19-20","WPG","D",44,789.25,2,1,7,10,49,64,99,1.51,4.08,3.12,2.36,71,26,4,91,67,11,4,1,1,-7,0,0,0
"Lucas Carlsson","19-20","CHI","D",6,84.83,0,0,1,1,3,8,9,0.3,0,0,3.75,6,0,1,11,9,0,0,0,0,0,0,0,0
"Lucas Carlsson","20-21","CHI","D",12,156.73,0,1,0,1,10,12,18,0.29,0,0,2.42,3,3,2,6,7,1,0,0,0,-1,0,0,0
"Lucas Carlsson","21-22","FLA","D",40,508.45,3,3,3,9,41,58,85,1.96,7.32,5.17,3.38,29,12,7,39,54,5,0,0,1,-4,0,0,0
"Lucas Raymond","21-22","DET","L",82,1488.8,23,15,19,57,184,224,287,20.49,12.5,10.27,9.15,24,36,26,62,110,8,20,0,0,12,12,19,-7
"Lucas Wallmark","19-20","CAR/FLA","C",67,855.77,12,7,6,25,84,116,143,10.31,14.29,10.34,8.89,26,17,22,57,60,9,15,0,0,6,379,374,5
"Lucas Wallmark","20-21","CHI/FLA","C",20,227.7,0,1,2,3,11,14,20,0.8,0,0,5.71,6,5,5,25,22,4,2,0,0,-2,67,95,-28
"Lukas Radil","19-20","S.J","C",14,130.15,0,0,0,0,12,14,19,0.75,0,0,5.36,2,4,4,16,17,5,1,0,0,-4,1,3,-2
"Lukas Reichel","21-22","CHI","L",11,145.15,0,0,1,1,15,19,23,1.6,0,0,8.42,3,7,6,0,16,0,0,0,0,0,16,30,-14
"Lukas Vejdemo","19-20","MTL","C",7,56.15,1,0,0,1,7,8,10,0.79,14.29,12.5,9.88,3,2,2,8,6,0,1,0,0,1,1,4,-3
"Lukas Vejdemo","21-22","MTL","C",6,63.82,1,0,0,1,10,11,11,1.05,10,9.09,9.55,4,3,4,7,9,0,0,0,0,0,12,19,-7
"Luke Glendening","19-20","DET","C",60,921.27,6,3,0,9,76,105,123,8.81,7.89,5.71,8.39,68,18,10,147,82,7,10,0,0,3,393,307,86
"Luke Glendening","20-21","DET","C",54,799.43,6,5,4,15,67,92,110,6.78,8.96,6.52,7.37,57,7,10,68,66,10,7,0,0,-3,523,336,187
"Luke Glendening","21-22","DAL","C",82,1157.48,9,5,2,16,116,167,193,15.02,7.76,5.39,8.99,59,14,17,179,104,5,16,1,1,11,425,299,126
"Luke Johnson","20-21","MIN","C",14,141.45,1,0,0,1,11,16,20,0.49,9.09,6.25,3.06,4,0,2,29,14,0,2,1,1,2,44,43,1
"Luke Kunin","19-20","MIN","C",63,974.33,15,8,8,31,128,183,238,14.17,11.72,8.2,7.74,54,15,9,64,57,15,7,3,3,-8,210,262,-52
"Luke Kunin","20-21","NSH","C",38,531.67,10,6,3,19,71,100,117,7.69,14.08,10,7.69,20,9,8,84,37,4,5,1,1,1,15,30,-15
"Luke Kunin","21-22","NSH","C",82,1134.03,13,6,3,22,125,176,209,14.28,10.4,7.39,8.11,51,17,20,223,106,22,11,7,7,-11,48,61,-13
"Luke Schenn","19-20","T.B","D",25,311.28,1,1,1,3,31,42,56,0.86,3.23,2.38,2.05,21,10,5,83,29,9,6,1,1,-3,0,0,0
"Luke Schenn","20-21","T.B","D",38,408.77,2,2,0,4,43,65,91,1.6,4.65,3.08,2.46,17,10,6,99,63,9,1,5,5,-8,0,0,0
"Luke Schenn","21-22","VAN","D",66,1135.5,5,7,5,17,78,101,163,3.07,6.41,4.95,3.04,96,42,7,273,107,14,2,7,7,-12,0,0,0
"Luke Witkowski","19-20","T.B","R",12,105.63,1,1,1,3,10,12,13,0.66,10,8.33,5.5,3,2,2,38,13,4,1,1,1,-3,0,0,0
"Mackenzie Entwistle","21-22","CHI","R",55,563.58,5,4,3,12,34,46,54,5.21,14.71,10.87,11.33,22,10,9,129,68,4,13,1,1,9,18,27,-9
"Mackenzie MacEachern","19-20","STL","L",51,456.65,7,1,2,10,63,76,88,5.89,11.11,9.21,7.75,13,11,14,82,67,4,8,1,1,4,1,3,-2
"Mackenzie MacEachern","20-21","STL","L",21,203.73,1,1,0,2,25,26,28,1.85,4,3.85,7.12,2,1,1,35,26,4,0,0,0,-4,1,1,0
"Mackenzie MacEachern","21-22","STL","L",14,111.57,0,2,0,2,14,16,19,1.5,0,0,9.38,1,2,7,19,13,2,0,0,0,-2,0,0,0
"MacKenzie Weegar","19-20","FLA","D",45,905.25,7,5,6,18,77,98,132,3.75,9.09,7.14,3.83,71,38,25,76,69,10,8,3,3,-2,0,0,0
"MacKenzie Weegar","20-21","FLA","D",54,1194.27,6,13,17,36,101,135,182,4.69,5.94,4.44,3.47,83,52,44,118,96,16,12,1,1,-4,0,0,0
"MacKenzie Weegar","21-22","FLA","D",80,1869.8,8,17,19,44,203,271,391,10.05,3.94,2.95,3.71,156,85,74,179,141,23,8,1,1,-15,0,0,0
"Madison Bowey","19-20","DET","D",53,949.12,3,6,8,17,70,100,133,3.12,4.29,3,3.12,58,45,14,53,67,17,5,0,0,-12,0,0,0
"Marc McLaughlin","21-22","BOS","C",11,114.35,3,0,0,3,12,16,19,1.16,25,18.75,7.25,2,4,2,15,12,4,1,0,0,-3,5,10,-5
"Marc Michaelis","20-21","VAN","L",15,136.22,0,0,0,0,3,8,12,0.79,0,0,9.88,10,3,3,12,10,1,0,0,0,-1,3,2,1
"Marc Staal","19-20","NYR","D",52,917.38,2,4,5,11,46,61,87,1.55,4.35,3.28,2.54,76,34,19,69,52,8,5,0,0,-3,0,0,0
"Marc Staal","20-21","DET","D",56,1030.88,3,4,3,10,53,72,99,3.01,5.66,4.17,4.18,45,36,9,58,44,11,5,0,0,-6,0,0,0
"Marc Staal","21-22","DET","D",71,1235.97,3,6,7,16,76,104,141,3.42,3.95,2.88,3.29,75,29,13,94,62,14,10,0,0,-4,0,0,0
"Marc-Edouard Vlasic","19-20","S.J","D",70,1420.12,5,5,5,15,74,129,200,3.06,6.76,3.88,2.37,97,40,18,37,56,5,3,0,0,-2,0,0,0
"Marc-Edouard Vlasic","20-21","S.J","D",51,893.08,1,2,3,6,37,62,87,1.39,2.7,1.61,2.24,64,15,10,40,51,4,2,0,0,-2,0,0,0
"Marc-Edouard Vlasic","21-22","S.J","D",75,1140.83,3,5,6,14,63,99,145,2.06,4.76,3.03,2.08,90,31,17,54,87,9,6,0,0,-3,0,0,0
"Marco Scandella","19-20","BUF/MTL/STL","D",62,1090.03,4,4,5,13,77,108,171,3.18,5.19,3.7,2.94,60,49,18,78,64,10,8,0,0,-2,0,0,0
"Marco Scandella","20-21","STL","D",49,977.47,3,1,5,9,55,64,113,2.29,5.45,4.69,3.58,64,29,19,60,66,12,4,0,0,-8,0,0,0
"Marco Scandella","21-22","STL","D",70,1269.98,3,5,6,14,76,105,142,4.21,3.95,2.86,4.01,70,38,18,106,80,9,2,0,0,-7,0,0,0
