"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF","GA","SF","SA","FF","FA","CF","CA","xGF","xGA","G±","S±","F±","C±","xG±","Sh%","Sv%"
"Kevin Fiala","21-22","MIN","L",80,217.48,87.64,78.3,82.13,85.84,88.14,22.34,3.15,183.66,50.9,257.54,56.05,371.76,61.32,24.6,3.31,19.19,132.76,201.49,310.44,21.29,12.16,93.81
"Kevin Hayes","19-20","PHI","R",69,111.6,80.32,70.53,74.31,76.23,79.06,12.98,3.18,88.71,37.06,118.51,40.98,143.29,44.68,12.27,3.25,9.8,51.65,77.53,98.61,9.02,14.63,91.42
"Kevin Hayes","20-21","PHI","R",55,136.45,100,80.29,83.45,84.27,90.3,17.47,0,100.02,24.55,147.68,29.29,191.3,35.72,13.22,1.42,17.47,75.47,118.39,155.58,11.8,17.47,100
"Kevin Hayes","21-22","PHI","C/R",47,124.77,76.83,74.12,76.65,81.17,84.21,7.03,2.12,96.41,33.67,129.12,39.33,177.04,41.08,11.95,2.24,4.91,62.74,89.79,135.96,9.71,7.29,93.7
"Kevin Labanc","19-20","S.J","R",69,162.8,82.47,83.33,85.22,86.95,86.01,15.81,3.36,172.21,34.44,234.95,40.74,308.25,46.27,22.08,3.59,12.45,137.77,194.21,261.98,18.49,9.18,90.24
"Kevin Labanc","20-21","S.J","R",52,117.17,73.08,81.64,84.48,86.09,86.63,7.79,2.87,114.94,25.85,150.44,27.64,200.73,32.44,13.93,2.15,4.92,89.09,122.8,168.29,11.78,6.78,88.9
"Kevin Labanc","21-22","S.J","R",19,39.65,83.54,79.21,78.63,81.27,89.51,5.99,1.18,35.62,9.35,46.08,12.52,63.77,14.7,4.01,0.47,4.81,26.27,33.56,49.07,3.54,16.82,87.38
"Kevin Shattenkirk","19-20","T.B","D",69,96.98,93.65,80.99,80.22,80.84,84.4,14.61,0.99,102.58,24.07,123.62,30.49,155.94,36.96,10.98,2.03,13.62,78.51,93.13,118.98,8.95,14.24,95.89
"Kevin Shattenkirk","20-21","ANA","D",54,114.08,74.7,80.86,81.91,84.21,84.31,6.14,2.08,102.52,24.26,145.58,32.15,181.23,33.99,12.57,2.34,4.06,78.26,113.43,147.24,10.23,5.99,91.43
"Kevin Shattenkirk","21-22","ANA","D",81,157.1,100,78.81,80.97,84.55,87.51,24.26,0,135.08,36.33,181.21,42.6,261.34,47.75,15.41,2.2,24.26,98.75,138.61,213.59,13.21,17.96,100
"Kevin Stenlund","19-20","CBJ","C",32,60.4,100,79.86,80.06,83.97,85.45,4.95,0,50.59,12.76,63.7,15.87,83.37,15.92,5.99,1.02,4.95,37.83,47.83,67.45,4.97,9.78,100
"Kevin Stenlund","20-21","CBJ","C",28,34.27,50.5,69.16,71.16,69.02,62.72,1.01,0.99,22.94,10.23,27.74,11.24,32.2,14.45,2.54,1.51,0.02,12.71,16.5,17.75,1.03,4.4,90.32
"Kieffer Bellows","21-22","NYI","L",44,21.32,81.18,74.58,80.82,79.32,78.36,4.66,1.08,18.54,6.32,26.67,6.33,33.06,8.62,2.68,0.74,3.58,12.22,20.34,24.44,1.94,25.13,82.91
"Kirby Dach","19-20","CHI","C",63,100.23,82.68,78.04,81.56,84.33,86.17,8.88,1.86,65.15,18.33,89.31,20.19,119.01,22.12,8.85,1.42,7.02,46.82,69.12,96.89,7.43,13.63,89.85
"Kirby Dach","20-21","CHI","C",18,60.47,78.6,73.48,79.85,82.17,79.54,3.71,1.01,37.58,13.56,53.65,13.54,72.51,15.73,5.87,1.51,2.7,24.02,40.11,56.78,4.36,9.87,92.55
"Kirby Dach","21-22","CHI","C",70,130.1,85.19,81.11,82.89,86.09,90.19,10.7,1.86,109.46,25.49,142.9,29.5,199.6,32.26,13.51,1.47,8.84,83.97,113.4,167.34,12.04,9.78,92.7
"Kirill Kaprizov","20-21","MIN","L",53,176.23,83.51,85.49,87.41,87.73,90.37,16.1,3.18,179.58,30.48,247.61,35.65,315.87,44.17,21.3,2.27,12.92,149.1,211.96,271.7,19.03,8.97,89.57
"Kirill Kaprizov","21-22","MIN","L",79,263.67,95.01,85.24,86.89,87.96,91.89,38.1,2,273.31,47.32,360.74,54.44,467.31,63.95,36.47,3.22,36.1,225.99,306.3,403.36,33.25,13.94,95.77
"Kris Letang","19-20","PIT","D",60,208.52,92.86,83.7,85.09,86.92,91.97,26.67,2.05,193.11,37.6,275.41,48.25,360.96,54.31,28.05,2.45,24.62,155.51,227.16,306.65,25.6,13.81,94.55
"Kris Letang","20-21","PIT","D",54,166.57,94.2,82.43,84.03,86.04,88.11,31.48,1.94,164.16,34.99,214.34,40.74,282.37,45.82,22.15,2.99,29.54,129.17,173.6,236.55,19.16,19.18,94.46
"Kris Letang","21-22","PIT","D",76,267.8,89.41,83.11,83.96,86.25,88.68,41.03,4.86,289.98,58.95,389.99,74.48,509.96,81.31,44.35,5.66,36.17,231.03,315.51,428.65,38.69,14.15,91.76
"Kyle Capobianco","21-22","ARI","D",42,25.88,63.8,85.81,80.88,82.2,94.34,2.08,1.18,19.59,3.24,22.93,5.42,24.99,5.41,2,0.12,0.9,16.35,17.51,19.58,1.88,10.62,63.58
"Kyle Connor","19-20","WPG","L",67,227.35,93.85,83.43,86.64,88.13,89.25,32.34,2.12,249.58,49.56,339.4,52.35,418.88,56.41,30.29,3.65,30.22,200.02,287.05,362.47,26.64,12.96,95.72
"Kyle Connor","20-21","WPG","L",56,169.5,87.02,80.18,82.35,83.96,83.84,19.98,2.98,153,37.81,216.84,46.48,282.2,53.92,20.08,3.87,17,115.19,170.36,228.28,16.21,13.06,92.12
"Kyle Connor","21-22","WPG","L",74,259.27,88.7,83.91,86.31,87.91,89.23,37.85,4.82,268.35,51.47,380.6,60.39,475.47,65.42,38.59,4.66,33.03,216.88,320.21,410.05,33.93,14.1,90.64
"Kyle Okposo","19-20","BUF","R",52,35.1,70.21,71.58,74.55,81.43,68.4,2.05,0.87,16.27,6.46,22.15,7.56,32.97,7.52,1.58,0.73,1.18,9.81,14.59,25.45,0.85,12.6,86.53
"Kyle Okposo","20-21","BUF","R",33,20.52,100,73.56,77.29,80.2,96.59,2.81,0,14.58,5.24,21.51,6.32,25.68,6.34,1.98,0.07,2.81,9.34,15.19,19.34,1.91,19.27,100
"Kyle Okposo","21-22","BUF","R",73,126.53,95.42,86.48,86.86,86.97,87.11,21.05,1.01,113.32,17.72,146.45,22.15,176.31,26.41,11.83,1.75,20.04,95.6,124.3,149.9,10.08,18.58,94.3
"Kyle Palmieri","19-20","N.J","C",64,203.48,87.68,86.89,89.19,89.7,93.15,27.91,3.92,219.11,33.07,306.25,37.1,377.97,43.39,30.03,2.21,23.99,186.04,269.15,334.58,27.82,12.74,88.15
"Kyle Palmieri","20-21","N.J/NYI","C",51,112.7,90.88,84.08,87.14,88.45,88.92,10.06,1.01,87.78,16.62,134.06,19.78,167.92,21.92,12.52,1.56,9.05,71.16,114.28,146,10.96,11.46,93.92
"Kyle Palmieri","21-22","NYI","C/R",67,111.45,86.01,80.62,82.15,84.46,85.76,12.42,2.02,80.32,19.31,112.33,24.41,149.79,27.57,11.5,1.91,10.4,61.01,87.92,122.22,9.59,15.46,89.54
"Kyle Turris","19-20","NSH","C",61,140.92,87,85.39,84.63,86.57,90.27,15.13,2.26,134.81,23.06,180.19,32.73,231.19,35.87,17.91,1.93,12.87,111.75,147.46,195.32,15.98,11.22,90.2
"Lars Eller","19-20","WSH","C",68,118,69.66,73.91,78,81.29,76.94,11.34,4.94,89.57,31.62,126.6,35.7,159.75,36.77,11.11,3.33,6.4,57.95,90.9,122.98,7.78,12.66,84.38
"Lars Eller","20-21","WSH","C",43,35.72,100,84.46,85.05,83.85,89.96,5.1,0,39.96,7.35,48.86,8.59,55.38,10.67,4.03,0.45,5.1,32.61,40.27,44.71,3.58,12.76,100
"Lars Eller","21-22","WSH","C",72,78.92,85.71,78.21,77,79.51,87.98,6.06,1.01,58.41,16.27,73.99,22.1,101.81,26.24,6.22,0.85,5.05,42.14,51.89,75.57,5.37,10.37,93.79
"Lawson Crouse","21-22","ARI","L",60,121.17,89.66,79.63,79.64,82.31,85.57,10.23,1.18,92.56,23.68,118.04,30.17,155.42,33.41,10.5,1.77,9.05,68.88,87.87,122.01,8.73,11.05,95.02
"Leon Draisaitl","19-20","EDM","C",70,270,86.75,81.82,85.12,86.79,89.8,53.57,8.18,258.45,57.44,355.88,62.21,479.97,73.05,40.16,4.56,45.39,201.01,293.67,406.92,35.6,20.73,85.76
"Leon Draisaitl","20-21","EDM","C",54,231.82,91.48,86.34,88.39,89.44,92.63,46.17,4.3,249.77,39.52,331.64,43.58,429.87,50.73,35.59,2.83,41.87,210.25,288.06,379.14,32.76,18.49,89.12
"Leon Draisaitl","21-22","EDM","C",79,305.5,91.61,86.89,87.48,88.99,90.21,54.47,4.99,350.35,52.84,470.57,67.33,584.56,72.3,53.64,5.82,49.48,297.51,403.24,512.26,47.82,15.55,90.56
"Logan Brown","19-20","OTT","C",23,44.23,80.58,72.13,79.33,80.51,81.12,3.86,0.93,40.56,15.67,59.97,15.63,73.74,17.85,4.94,1.15,2.93,24.89,44.34,55.89,3.79,9.52,94.07
"Logan Couture","19-20","S.J","C",51,138.78,82.31,83.59,83.55,86.49,83.98,15.63,3.36,157.3,30.89,204.89,40.35,278.39,43.5,20.24,3.86,12.27,126.41,164.54,234.89,16.38,9.94,89.12
"Logan Couture","20-21","S.J","C",50,134.07,73.52,80.37,83.29,85.85,87.37,8.19,2.95,125.5,30.66,171.08,34.33,226.59,37.34,15.7,2.27,5.24,94.84,136.75,189.25,13.43,6.53,90.38
"Logan Couture","21-22","S.J","C",73,187.92,83.18,85.07,86.66,87.65,90.51,25.12,5.08,180.33,31.64,256.53,39.49,335.74,47.31,24.14,2.53,20.04,148.69,217.04,288.43,21.61,13.93,83.94
"Lucas Raymond","21-22","DET","L",80,226.53,86.23,81.38,84.63,86.56,90.44,28.43,4.54,196.43,44.93,265.19,48.16,342.95,53.24,28.66,3.03,23.89,151.5,217.03,289.71,25.63,14.47,89.9
"Lucas Wallmark","19-20","CAR/FLA","C",67,70.8,100,80.04,84.99,88.15,94.52,9.19,0,42.75,10.66,73.33,12.95,96.45,12.96,6.73,0.39,9.19,32.09,60.38,83.49,6.34,21.5,100
"Luke Kunin","19-20","MIN","C",61,51.98,100,81.52,81.14,84.27,92.41,7.09,0,40.81,9.25,53.32,12.39,71.54,13.35,4.26,0.35,7.09,31.56,40.93,58.19,3.91,17.37,100
"Luke Kunin","20-21","NSH","C",37,24.45,0,79.39,81.31,83.62,80.98,0,0,15.45,4.01,25.67,5.9,30.06,5.89,2.47,0.58,0,11.44,19.77,24.17,1.89,0,100
"Luke Kunin","21-22","NSH","C",81,77.7,100,78.17,79.86,82.01,88.82,5.01,0,59.8,16.7,76.61,19.32,96.67,21.21,6.75,0.85,5.01,43.1,57.29,75.46,5.9,8.38,100
"MacKenzie Weegar","20-21","FLA","D",54,24.12,100,85.66,85.28,87.81,76,3.02,0,20.25,3.39,24.62,4.25,30.53,4.24,1.9,0.6,3.02,16.86,20.37,26.29,1.3,14.91,100
"MacKenzie Weegar","21-22","FLA","D",80,52.5,82.47,87.75,88.42,89.53,94.25,5.08,1.08,37.4,5.22,54.61,7.15,71.72,8.39,5.08,0.31,4,32.18,47.46,63.33,4.77,13.58,79.31
"Madison Bowey","19-20","DET","D",51,36.37,100,70.55,78.87,78.06,91.06,2.07,0,19.91,8.31,31.13,8.34,36.5,10.26,2.75,0.27,2.07,11.6,22.79,26.24,2.48,10.4,100
"Marcus Foligno","21-22","MIN","L",72,125.82,77.95,68.13,72.26,77.33,72.22,10.89,3.08,83.81,39.21,118.8,45.6,175.21,51.37,9.23,3.55,7.81,44.6,73.2,123.84,5.68,12.99,92.14
"Marcus Johansson","19-20","BUF","L",59,140.63,92.84,82.26,85.02,87.78,87.38,12.06,0.93,101.04,21.79,141.3,24.89,190.79,26.55,11.63,1.68,11.13,79.25,116.41,164.24,9.95,11.94,95.73
"Marcus Johansson","20-21","MIN","L",35,65.28,100,79.2,80.44,84.7,90.41,8.9,0,40.89,10.74,65.2,15.85,87.88,15.87,4.62,0.49,8.9,30.15,49.35,72.01,4.13,21.77,100
"Marcus Johansson","21-22","SEA/WSH","L",66,167.26,73.43,79.99,83.64,84.72,85,14.95,5.41,138.49,34.64,208.85,40.85,262.87,47.4,18.82,3.32,9.54,103.85,168,215.47,15.5,10.8,84.38
"Marcus Pettersson","19-20","PIT","D",68,60.57,100,84.56,84.81,85.64,89.63,4.96,0,41.14,7.51,54.56,9.77,77.99,13.08,5.36,0.62,4.96,33.63,44.79,64.91,4.74,12.06,100
"Marcus Pettersson","21-22","PIT","D",70,20.77,0,76.45,74.53,79.85,74.88,0,0,16.62,5.12,20.51,7.01,31.43,7.93,1.55,0.52,0,11.5,13.5,23.5,1.03,0,100
"Mario Ferraro","20-21","S.J","D",53,58.82,74.65,86.79,86.83,86.21,90.51,5.89,2,46.66,7.1,60.38,9.16,76.09,12.17,5.72,0.6,3.89,39.56,51.22,63.92,5.12,12.62,71.83
"Mario Ferraro","21-22","S.J","D",60,33.58,47.94,96.05,91.05,89.57,87.36,0.93,1.01,23.33,0.96,30.33,2.98,45.19,5.26,2.42,0.35,-0.08,22.37,27.35,39.93,2.07,3.99,-5.21
"Mark Giordano","19-20","CGY","D",58,154.95,76.05,81.82,83.55,84.58,87.68,22.29,7.02,150.49,33.44,212.37,41.82,268.38,48.94,19.71,2.77,15.27,117.05,170.55,219.44,16.94,14.81,79.01
"Mark Giordano","20-21","CGY","D",55,128.35,84.99,80.9,81.93,83.73,84.74,15.91,2.81,115.1,27.18,160.22,35.33,204.23,39.68,13.49,2.43,13.1,87.92,124.89,164.55,11.06,13.82,89.66
"Mark Giordano","21-22","SEA/TOR","D",73,181.7,88.4,83.02,85.65,86.25,90.23,15.62,2.05,138.47,28.33,200.39,33.57,268.14,42.76,17.74,1.92,13.57,110.14,166.82,225.38,15.82,11.28,92.76
"Mark Scheifele","19-20","WPG","C",67,229.7,94.28,83.9,87.05,88.47,89.38,34.95,2.12,247.74,47.55,344.09,51.2,424.12,55.25,30.71,3.65,32.83,200.19,292.89,368.87,27.06,14.11,95.54
"Mark Scheifele","20-21","WPG","C",56,182.72,87.49,79.52,81.74,83.51,83.61,20.85,2.98,163.81,42.18,227.71,50.87,305.11,60.23,20.96,4.11,17.87,121.63,176.84,244.88,16.85,12.73,92.94
"Mark Scheifele","21-22","WPG","C",63,224.88,82.67,80.79,83.51,85.43,88.82,32.86,6.89,224.84,53.45,315.82,62.37,388.84,66.29,32.09,4.04,25.97,171.39,253.45,322.55,28.05,14.61,87.11
"Mark Stone","19-20","VGK","R",64,162.13,96.37,89.83,91.97,93.3,91.61,24.71,0.93,187.22,21.2,253.12,22.11,336.05,24.15,24.25,2.22,23.78,166.02,231.01,311.9,22.03,13.2,95.61
"Mark Stone","20-21","VGK","R",55,163.45,90.69,88.53,88.72,89.54,93.28,20.26,2.08,182.35,23.63,250.96,31.91,320.08,37.38,24.14,1.74,18.18,158.72,219.05,282.7,22.4,11.11,91.2
"Mark Stone","21-22","VGK","R",36,97.88,84.66,83.02,85.98,86.99,94.31,11.31,2.05,90.96,18.6,128.33,20.93,158.51,23.71,14.42,0.87,9.26,72.36,107.4,134.8,13.55,12.43,88.98
"Martin Frk","19-20","L.A","R",16,24.77,100,75.21,75.2,77.43,70.44,2.79,0,28.88,9.52,41.63,13.73,50.61,14.75,3.67,1.54,2.79,19.36,27.9,35.86,2.13,9.66,100
"Martin Frk","21-22","L.A","R",6,20.6,46.77,68.3,74.54,77.82,67.01,0.87,0.99,17.73,8.23,24.16,8.25,28.87,8.23,1.97,0.97,-0.12,9.5,15.91,20.64,1,4.91,87.97
"Martin Necas","19-20","CAR","C",63,115.53,90.35,81.45,87.09,90.18,89.87,17.41,1.86,83.8,19.09,128.65,19.07,175.75,19.13,11.98,1.35,15.55,64.71,109.58,156.62,10.63,20.78,90.26
"Martin Necas","20-21","CAR","C",53,97.58,87.33,82.58,80.83,84.77,81.56,13.3,1.93,78.32,16.52,101.84,24.16,150.85,27.11,9.29,2.1,11.37,61.8,77.68,123.74,7.19,16.98,88.32
"Martin Necas","21-22","CAR","C",77,128.62,82.08,75.82,79.36,80.62,82.03,8.84,1.93,103.25,32.93,150.79,39.22,176.33,42.38,13.33,2.92,6.91,70.32,111.57,133.95,10.41,8.56,94.14
"Mason Appleton","20-21","WPG","C",56,30.18,100,90.37,87.21,89.48,90.81,1.94,0,36.87,3.93,45.12,6.62,56.5,6.64,4.25,0.43,1.94,32.94,38.5,49.86,3.82,5.26,100
"Mason Appleton","21-22","SEA/WPG","C",64,35.8,50,67.28,73.75,73.21,93.44,1.08,1.08,19.25,9.36,26.32,9.37,36.29,13.28,2.99,0.21,0,9.89,16.95,23.01,2.78,5.61,88.46
"Mason Marchment","20-21","FLA","L",33,29.68,100,70.89,71.38,74.62,87.77,2.05,0,21.48,8.82,27.29,10.94,39.02,13.27,2.44,0.34,2.05,12.66,16.35,25.75,2.1,9.54,100
"Mason Marchment","21-22","FLA","L",54,46.75,83.69,82.24,83.61,87.78,90.41,5.08,0.99,46.78,10.1,56.88,11.15,80.06,11.15,6.88,0.73,4.09,36.68,45.73,68.91,6.15,10.86,90.2
"Mathew Barzal","19-20","NYI","C",65,178.83,89.02,87.71,88.81,89.84,89.43,18.32,2.26,181.97,25.5,240.42,30.3,323.87,36.61,23.36,2.76,16.06,156.47,210.12,287.26,20.6,10.07,91.14
"Mathew Barzal","20-21","NYI","C",55,137.22,100,81.06,83.41,84.31,88.8,11.91,0,113.65,26.55,148.7,29.58,196.17,36.52,15.85,2,11.91,87.1,119.12,159.65,13.85,10.48,100
"Mathew Barzal","21-22","NYI","C",72,194.2,83.63,80.98,83.36,85.59,86.52,25.04,4.9,172.72,40.56,237.71,47.45,307.66,51.8,23.74,3.7,20.14,132.16,190.26,255.86,20.04,14.5,87.92
"Mathias Brome","20-21","DET","L",25,32.1,0,84.75,84.54,83.29,87.88,0,0,21.06,3.79,27.4,5.01,31.15,6.25,2.61,0.36,0,17.27,22.39,24.9,2.25,0,100
"Mathieu Perreault","19-20","WPG","C",46,72.15,100,76.43,79.12,81.26,80.58,6.82,0,58.2,17.95,78.42,20.69,96.83,22.33,6.43,1.55,6.82,40.25,57.73,74.5,4.88,11.72,100
"Mathieu Perreault","20-21","WPG","C",56,90.5,100,86.44,88.72,90.57,93.94,16.86,0,109.24,17.14,134.85,17.14,185.04,19.26,12.25,0.79,16.86,92.1,117.71,165.78,11.46,15.43,100
"Mathieu Perreault","21-22","MTL","C",25,33.7,100,88.11,88.82,92.3,90.39,4.81,0,23.11,3.12,32.98,4.15,50.12,4.18,3.01,0.32,4.81,19.99,28.83,45.94,2.69,20.81,100
"Matias MacCelli","21-22","ARI","L",22,28.62,100,83.54,82.84,85.66,87.13,0.87,0,16.54,3.26,20.86,4.32,25.8,4.32,2.37,0.35,0.87,13.28,16.54,21.48,2.02,5.26,100
"Mats Zuccarello","19-20","MIN","C",63,157.97,87.62,80.86,83.62,84.51,90.2,14.23,2.01,110.84,26.23,155.16,30.4,198.31,36.35,12.42,1.35,12.22,84.61,124.76,161.96,11.07,12.84,92.34
"Mats Zuccarello","20-21","MIN","C",40,98.43,100,81.55,85.84,87.57,97.41,7.1,0,82.9,18.75,119.52,19.72,151.4,21.5,10.16,0.27,7.1,64.15,99.8,129.9,9.89,8.56,100
"Mats Zuccarello","21-22","MIN","C/R",68,214.25,94.47,86.02,87.04,87.72,91.92,34.17,2,229.18,37.26,297.83,44.35,371.4,51.97,29.56,2.6,32.17,191.92,253.48,319.43,26.96,14.91,94.63
"Matt Boldy","21-22","MIN","L",45,109.83,93.88,82.09,84.37,85.8,88.33,16.58,1.08,109.25,23.84,140,25.94,179.47,29.71,14,1.85,15.5,85.41,114.06,149.76,12.15,15.18,95.47
"Matt Duchene","19-20","NSH","C",65,172.63,83.76,86.69,88.48,89.57,92.47,20.27,3.93,182.84,28.08,239.64,31.2,322.56,37.55,23.33,1.9,16.34,154.76,208.44,285.01,21.43,11.09,86
"Matt Duchene","20-21","NSH","C",33,78.88,85,88.25,87.87,89.06,92.38,5.61,0.99,78.59,10.46,98.98,13.66,128.95,15.84,8.85,0.73,4.62,68.13,85.32,113.11,8.12,7.14,90.54
"Matt Duchene","21-22","NSH","C",77,245.72,93.75,82.86,85.04,86.88,86.78,49.49,3.3,248.52,51.42,345.25,60.73,463.6,70.02,32.48,4.95,46.19,197.1,284.52,393.58,27.53,19.91,93.58
"Matt Dumba","19-20","MIN","D",67,183.08,94.92,84.15,86.06,86.83,91.29,17.37,0.93,153.88,28.99,204.56,33.13,265.08,40.21,15.41,1.47,16.44,124.89,171.43,224.87,13.94,11.29,96.79
"Matt Dumba","20-21","MIN","D",49,102.28,100,79.54,81.43,84.26,87.99,9.03,0,76.24,19.61,107.43,24.5,136.97,25.59,9.74,1.33,9.03,56.63,82.93,111.38,8.41,11.84,100
"Matt Dumba","21-22","MIN","D",56,98.52,100,79.54,80.3,83.02,80.95,8.83,0,74.31,19.12,104.11,25.54,151.43,30.98,8.33,1.96,8.83,55.19,78.57,120.45,6.37,11.88,100
"Matt Grzelcyk","19-20","BOS","D",68,108.15,100,77.69,82.24,83,87.2,12.57,0,88.51,25.42,139.66,30.17,177.92,36.45,12.53,1.84,12.57,63.09,109.49,141.47,10.69,14.2,100
"Matt Grzelcyk","20-21","BOS","D",36,99.7,86.57,80.74,82.9,85.54,86.77,12.05,1.87,94.21,22.48,131.53,27.13,172.57,29.18,11.61,1.77,10.18,71.73,104.4,143.39,9.84,12.79,91.68
"Matt Grzelcyk","21-22","BOS","D",72,104.25,89.88,78.76,80.41,84.6,88.98,8.26,0.93,96.61,26.06,132.24,32.21,183.6,33.42,11.38,1.41,7.33,70.55,100.03,150.18,9.97,8.55,96.43
"Matt Martin","20-21","NYI","L",54,25.68,100,65.01,70.42,75.06,72.82,1.94,0,16.83,9.06,21.64,9.09,27.23,9.05,2.09,0.78,1.94,7.77,12.55,18.18,1.31,11.53,100
"Matt Niskanen","19-20","PHI","D",68,138.63,94.19,78.68,79.66,81.35,86.57,16.06,0.99,105.45,28.57,136.28,34.79,182.06,41.73,12.05,1.87,15.07,76.88,101.49,140.33,10.18,15.23,96.53
"Matt Roy","21-22","L.A","D",67,49.77,61.86,82.45,86.62,87.9,94.42,2.92,1.8,41.47,8.83,65.06,10.05,80.81,11.12,5.58,0.33,1.12,32.64,55.01,69.69,5.25,7.04,79.61
"Matthew Tkachuk","19-20","CGY","L",67,190.85,87.27,83,84.64,85.4,88.76,26.39,3.85,183.38,37.56,252.59,45.83,320.49,54.81,23.61,2.99,22.54,145.82,206.76,265.68,20.62,14.39,89.75
"Matthew Tkachuk","20-21","CGY","L",55,173.85,92.56,81.05,81.49,82.4,88.21,23.13,1.86,167.93,39.26,226.88,51.52,279.16,59.62,21.39,2.86,21.27,128.67,175.36,219.54,18.53,13.77,95.26
"Matthew Tkachuk","21-22","CGY","L",78,237.02,95.34,87.38,88.11,89.25,93.05,38.08,1.86,289.7,41.83,387.63,52.31,506.52,61.01,38.94,2.91,36.22,247.87,335.32,445.51,36.03,13.14,95.55
"Mattias Ekholm","19-20","NSH","D",67,88.27,85.01,87.26,87.79,89.55,92.07,6.69,1.18,72.01,10.51,108.28,15.06,128.85,15.04,11.26,0.97,5.51,61.5,93.22,113.81,10.29,9.29,88.77
"Mattias Ekholm","20-21","NSH","D",46,74.22,100,87.27,86.73,87.95,90.82,2.88,0,58.36,8.51,81.6,12.48,106.83,14.63,6.63,0.67,2.88,49.85,69.12,92.2,5.96,4.93,100
"Mattias Ekholm","21-22","NSH","D",75,117.63,87.31,80.6,81.83,84.57,81.33,6.81,0.99,77.06,18.55,104.87,23.28,138.74,25.32,9.41,2.16,5.82,58.51,81.59,113.42,7.25,8.84,94.66
"Mattias Janmark","19-20","DAL","C",59,39.3,100,76.62,79.86,82.67,84.79,10.98,0,39.63,12.09,51.44,12.97,66.17,13.87,5.24,0.94,10.98,27.54,38.47,52.3,4.3,27.71,100
"Mattias Janmark","20-21","CHI/VGK","C",56,100.53,88.5,87.28,86.51,88.05,93.26,15.54,2.02,93.14,13.58,118.11,18.42,157.8,21.41,10.38,0.75,13.52,79.56,99.69,136.39,9.63,16.68,85.13
"Mattias Janmark","21-22","VGK","C",66,35.95,77.75,80.55,82.25,79.55,80.68,3.04,0.87,25.34,6.12,32.77,7.07,42.76,10.99,4.01,0.96,2.17,19.22,25.7,31.77,3.05,12,85.78
"Matty Beniers","21-22","SEA","C",10,29.45,100,88.42,88.51,90.37,94.4,3.95,0,37.79,4.95,45.69,5.93,55.34,5.9,6.24,0.37,3.95,32.84,39.76,49.44,5.87,10.45,100
"Max Comtois","19-20","ANA","L",28,63.5,89.68,84.99,83.59,85.68,93.83,8.6,0.99,47.89,8.46,66.52,13.06,91.48,15.29,5.32,0.35,7.61,39.43,53.46,76.19,4.97,17.96,88.3
"Max Comtois","20-21","ANA","L",54,93.05,82.32,82.8,82.95,85.63,91.49,4.61,0.99,66.08,13.73,102.88,21.14,131.67,22.09,10.43,0.97,3.62,52.35,81.74,109.58,9.46,6.98,92.79
"Max Comtois","21-22","ANA","L",51,80.78,100,76.72,79.33,83.07,84.75,5.13,0,59.17,17.95,86.06,22.42,117.84,24.02,7.39,1.33,5.13,41.22,63.64,93.82,6.06,8.67,100
"Max Domi","19-20","MTL","C",68,160.95,100,86.43,84.7,86.3,90.12,18,0,150.05,23.55,197.59,35.68,254.53,40.39,19.53,2.14,18,126.5,161.91,214.14,17.39,12,100
"Max Domi","20-21","CBJ","C",49,83.07,83.31,77.45,81.96,84.4,84.05,4.94,0.99,55.16,16.06,77.23,17,97.14,17.95,6.22,1.18,3.95,39.1,60.23,79.19,5.04,8.96,93.84
"Max Domi","21-22","CAR/CBJ","C",69,85.49,84.67,79.03,80.88,82.88,85.25,5.47,0.99,63.35,16.81,92.09,21.77,115.96,23.95,8.21,1.42,4.48,46.54,70.32,92.01,6.79,8.63,94.11
"Max Jones","19-20","ANA","L",58,28.53,100,86.1,88.71,91.03,93.1,2.93,0,28.37,4.58,36,4.58,46.68,4.6,3.91,0.29,2.93,23.79,31.42,42.08,3.62,10.33,100
"Max Jones","20-21","ANA","L",45,37.57,100,82.65,82.45,83.6,94.29,2.42,0,30.11,6.32,46.36,9.87,59.52,11.68,4.79,0.29,2.42,23.79,36.49,47.84,4.5,8.04,100
"Max Pacioretty","19-20","VGK","L",69,172.63,92.95,89.76,91.62,93.05,91.75,27.95,2.12,198.09,22.61,270.48,24.75,359.22,26.81,25.81,2.32,25.83,175.48,245.73,332.41,23.49,14.11,90.62
"Max Pacioretty","20-21","VGK","L",48,135.95,94.13,86.36,87.46,87.92,94.11,17.32,1.08,143.98,22.74,191.44,27.44,238.32,32.73,18.53,1.16,16.24,121.24,164,205.59,17.37,12.03,95.25
"Max Pacioretty","21-22","VGK","L",39,101.92,94.07,86.54,87.73,88.91,92.62,13.79,0.87,101.78,15.83,137.26,19.19,170.32,21.24,15.05,1.2,12.92,85.95,118.07,149.08,13.85,13.55,94.5
"Michael Amadio","19-20","L.A","C",66,98.67,100,79.81,81.03,82.25,83.63,8.19,0,95.89,24.26,129.19,30.24,157.72,34.04,10.88,2.13,8.19,71.63,98.95,123.68,8.75,8.54,100
"Michael Amadio","20-21","L.A/OTT","C",25,32.61,0,75.51,78.04,82.63,92.36,0,0,23.71,7.69,31.02,8.73,41.67,8.76,3.99,0.33,0,16.02,22.29,32.91,3.66,0,100
