"Player","Season","Team","Position","GP","TOI","GF%","SF%","FF%","CF%","xGF%","GF/60","GA/60","SF/60","SA/60","FF/60","FA/60","CF/60","CA/60","xGF/60","xGA/60","G±/60","S±/60","F±/60","C±/60","xG±/60","Sh%","Sv%"
"Justin Holl","19-20","TOR","D",67,132.5,15.79,21.18,21.02,21.13,21.65,1.46,7.8,13.02,48.43,17.92,67.33,23.08,86.15,1.67,6.03,-6.34,-35.42,-49.41,-63.07,-4.37,11.23,83.9
"Justin Holl","20-21","TOR","D",52,137.7,9.99,23.21,19.57,16.78,13.66,0.85,7.61,13.66,45.19,15.57,63.99,17.03,84.46,0.98,6.2,-6.77,-31.53,-48.42,-67.43,-5.22,6.19,83.15
"Justin Holl","21-22","TOR","D",69,168.6,26.47,18.98,19.97,18.46,17.67,2.61,7.25,12.52,53.43,16.96,67.96,19.1,84.38,1.43,6.68,-4.64,-40.91,-51.01,-65.28,-5.25,20.84,86.44
"Juuso Valimaki","20-21","CGY","D",49,63.05,0,16.1,15.93,11.92,7.79,0,6.97,8.79,45.82,11.94,63.01,11.94,88.23,0.5,5.97,-6.97,-37.03,-51.06,-76.28,-5.46,0,84.8
"K'Andre Miller","20-21","NYR","D",52,87.43,15.32,17.57,16.07,15.51,14.67,1.28,7.05,11.78,55.24,14.34,74.92,17.28,94.1,1.16,6.75,-5.78,-43.46,-60.58,-76.82,-5.59,10.84,87.23
"K'Andre Miller","21-22","NYR","D",82,117.45,13.86,18.09,17.74,16.76,14.66,0.99,6.16,10.78,48.79,14.64,67.88,18.28,90.79,1.11,6.48,-5.17,-38.01,-53.24,-72.51,-5.37,9.19,87.37
"Kailer Yamamoto","20-21","EDM","R",52,37.58,17.48,22.66,19.66,14.93,11.7,1.72,8.14,12.07,41.21,13.78,56.3,15.15,86.33,0.73,5.54,-6.42,-29.14,-42.52,-71.18,-4.81,14.29,80.24
"Kailer Yamamoto","21-22","EDM","R",80,92.82,16.02,18.45,14.93,14.08,10.93,1.29,6.74,13.19,58.27,14.32,81.62,16.55,100.97,1,8.16,-5.46,-45.08,-67.29,-84.42,-7.16,9.75,88.43
"Karson Kuhlman","21-22","BOS/SEA","C",44,37.6,0,21.68,16.72,14.23,13.28,0,10.93,15.91,57.48,15.94,79.39,17.63,106.28,1.15,7.5,-10.93,-41.57,-63.45,-88.64,-6.35,0,80.98
"Kasperi Kapanen","19-20","TOR","R",68,111.4,16.47,18.96,19.91,19.44,20.08,1.69,8.55,13.83,59.13,19.01,76.5,22.14,91.77,1.63,6.5,-6.86,-45.3,-57.49,-69.63,-4.86,12.19,85.55
"Keegan Kolesar","21-22","VGK","R",76,43.15,12.39,17.95,15.65,11.79,12.05,1.38,9.73,13.32,60.89,14.66,79.01,14.7,109.96,1.36,9.94,-8.36,-47.57,-64.35,-95.26,-8.58,10.33,84.01
"Kevan Miller","20-21","BOS","D",28,64.27,13.4,26,25.85,22.99,20.25,0.94,6.1,14.59,41.52,19.43,55.73,22.69,76.01,1.2,4.74,-5.15,-26.93,-36.31,-53.33,-3.54,6.46,85.32
"Kevin Fiala","21-22","MIN","L",81,75.4,9.9,18.47,17.24,15.31,10.15,0.86,7.82,12.49,55.15,15.98,76.71,17.59,97.32,0.84,7.39,-6.96,-42.65,-60.73,-79.73,-6.56,6.88,85.82
"Kevin Hayes","19-20","PHI","R",67,139.05,24.06,28.01,22.96,19.96,18.96,1.74,5.5,14.18,36.46,16.72,56.12,18.37,73.65,1.39,5.94,-3.76,-22.27,-39.4,-55.28,-4.55,12.29,84.91
"Kevin Hayes","20-21","PHI","R",54,71.98,0,18.53,17.93,16.85,10.72,0,16.26,12.43,54.64,16.15,73.96,18.74,92.48,0.98,8.12,-16.26,-42.21,-57.81,-73.74,-7.14,0,70.24
"Kevin Hayes","21-22","PHI","C/R",47,42.87,13.16,14.5,12.37,10.06,9.35,1.22,8.03,10.71,63.15,12.25,86.73,12.19,109.01,0.81,7.87,-6.82,-52.44,-74.49,-96.82,-7.05,11.37,87.28
"Kevin Rooney","19-20","N.J","C",47,101.85,24.15,24.59,22.21,17.13,19.4,1.84,5.77,15.81,48.5,19.15,67.04,19.71,95.35,1.41,5.87,-3.94,-32.69,-47.89,-75.63,-4.46,11.62,88.1
"Kevin Rooney","20-21","NYR","C",53,100.38,6.08,13.47,12.87,10.76,12.63,0.52,8.03,7.83,50.31,10.94,74.05,11.7,97.03,1.02,7.07,-7.51,-42.48,-63.11,-85.33,-6.05,6.64,84.04
"Kevin Rooney","21-22","NYR","C",61,127.17,0,14.49,13.36,11.25,8.41,0,4.85,9.29,54.81,12.12,78.58,13.67,107.81,0.67,7.24,-4.85,-45.53,-66.46,-94.14,-6.58,0,91.14
"Kevin Shattenkirk","19-20","T.B","D",70,23.15,0,30.75,28.45,25.25,20.15,0,11.56,20.24,45.59,23.09,58.08,27.68,81.95,1.4,5.55,-11.56,-25.35,-34.99,-54.27,-4.15,0,74.64
"Kevin Shattenkirk","20-21","ANA","D",54,37.23,0,20.87,18.13,13.79,20.16,0,5.14,12.54,47.53,14.33,64.69,14.26,89.17,1.26,4.98,-5.14,-34.99,-50.36,-74.91,-3.72,0,89.18
"Kevin Shattenkirk","21-22","ANA","D",79,179.55,10.57,14.4,13.04,11.55,8.65,0.67,5.65,9.69,57.61,11.89,79.26,13.45,103.02,0.7,7.37,-4.99,-47.92,-67.37,-89.57,-6.67,6.9,90.19
"Kirby Dach","20-21","CHI","C",16,23.25,0,22.04,22.6,17.05,23.13,0,11.28,15.3,54.14,17.47,59.82,17.5,85.14,1.6,5.32,-11.28,-38.84,-42.35,-67.64,-3.72,0,79.17
"Kirby Dach","21-22","CHI","C",68,78.25,5.96,20.89,18.75,14.95,17.01,0.77,12.22,12.83,48.58,14.95,64.8,15.7,89.31,1.2,5.84,-11.45,-35.75,-49.85,-73.61,-4.64,6.04,74.84
"Korbinian Holzer","19-20","ANA/NSH","D",48,82,26.26,16.24,17.89,16.78,15.77,2.33,6.56,9.66,49.83,15.16,69.56,18.5,91.79,1.22,6.53,-4.22,-40.17,-54.4,-73.29,-5.3,24.17,86.84
"Kris Letang","19-20","PIT","D",59,131.95,7.61,16.55,16.28,13.75,13.8,0.54,6.52,10.21,51.46,13.56,69.72,13.96,87.5,1.02,6.39,-5.98,-41.25,-56.16,-73.55,-5.37,5.26,87.34
"Kris Letang","20-21","PIT","D",54,80.45,5.91,17.17,13.81,13.87,11.59,0.74,11.76,10.17,49.05,10.16,63.39,11.81,73.31,0.74,5.63,-11.02,-38.89,-53.24,-61.5,-4.89,7.26,76.02
"Kris Letang","21-22","PIT","D",75,107.83,10.94,21.62,19.89,16.05,16.09,0.66,5.35,12.97,47.02,16.32,65.74,16.86,88.17,1.15,5.98,-4.69,-34.05,-49.42,-71.31,-4.83,5.06,88.63
"Kris Russell","19-20","EDM","D",54,123.78,6.66,15.67,12.58,10.64,6.13,0.45,6.32,9.84,53,10.32,71.65,11.3,94.89,0.42,6.46,-5.87,-43.15,-61.34,-83.58,-6.03,4.58,88.07
"Kris Russell","20-21","EDM","D",35,68.53,0,9.49,9.67,8.46,8.17,0,5.15,5.79,55.21,8.51,79.5,9.6,103.8,0.6,6.79,-5.15,-49.42,-70.99,-94.21,-6.19,0,90.68
"Kris Russell","21-22","EDM","D",31,52.57,13.49,23.93,22.49,20.76,14.59,1.13,7.25,17.69,56.22,24.36,83.96,30.06,114.73,1.34,7.82,-6.12,-38.53,-59.6,-84.66,-6.48,6.39,87.11
"Kurtis MacDermid","19-20","L.A","D",45,50.87,33.9,26,20.87,19.59,11.05,3.54,6.9,14.73,41.93,15.93,60.42,20.92,85.9,0.7,5.6,-3.36,-27.2,-44.49,-64.98,-4.91,24.02,83.54
"Kurtis MacDermid","20-21","L.A","D",28,36.03,29.1,20.78,20.18,15.23,24.48,1.45,3.53,14.19,54.1,18.3,72.39,18.27,101.7,2.16,6.68,-2.08,-39.92,-54.09,-83.43,-4.51,10.21,93.47
"Kyle Burroughs","21-22","VAN","D",40,22.97,0,5.2,4.11,2.97,0.33,0,12.33,2.82,51.38,2.85,66.4,2.82,92.29,0.03,7.89,-12.33,-48.56,-63.55,-89.46,-7.86,0,76
"Kyle Clifford","20-21","STL","L",49,23.17,26.17,15.27,11.57,9.06,15.31,2.62,7.38,7.15,39.67,9.87,75.43,9.84,98.79,1.55,8.6,-4.76,-32.52,-65.57,-88.95,-7.04,36.59,81.4
"Kyle Connor","19-20","WPG","L",69,74.85,15.59,15.1,13.51,12.75,14.73,2.36,12.76,11.12,62.51,12.74,81.53,14.36,98.2,1.45,8.4,-10.4,-51.39,-68.79,-83.85,-6.95,21.2,79.58
"Kyle Connor","21-22","WPG","L",76,109.53,22.36,24.35,22.39,20.57,20.47,1.74,6.03,18.95,58.89,22.28,77.23,24.64,95.17,2.11,8.22,-4.29,-39.93,-54.94,-70.53,-6.1,9.16,89.76
"Kyle Okposo","20-21","BUF","R",35,37.87,30.49,22.91,18.38,14.63,15.88,2.95,6.72,14.31,48.15,15.76,70.01,15.8,92.16,1.06,5.62,-3.77,-33.84,-54.25,-76.37,-4.56,20.6,86.05
"Kyle Okposo","21-22","BUF","R",72,103.67,12.79,19.03,14.11,13.58,7.66,1.2,8.17,12.05,51.28,13.15,80.05,15.7,99.92,0.6,7.18,-6.97,-39.23,-66.9,-84.23,-6.59,9.94,84.07
"Kyle Palmieri","20-21","N.J/NYI","C",49,25.65,19.9,14.82,19.41,17.7,16.03,2.76,11.11,10.01,57.54,18.48,76.75,18.55,86.27,1.57,8.21,-8.35,-47.53,-58.27,-67.72,-6.64,27.57,80.69
"Kyle Turris","19-20","NSH","C",61,39.93,23.39,12.64,9.51,7.17,8.11,1.31,4.28,9.84,67.99,9.83,93.46,9.83,127.17,0.74,8.34,-2.98,-58.15,-83.64,-117.34,-7.6,13.28,93.7
"Kyle Turris","20-21","EDM","C",27,22.63,0,13.75,10.61,8.81,7.08,0,12.78,10.87,68.17,10.92,92.03,10.84,112.18,0.69,9.04,-12.78,-57.3,-81.1,-101.33,-8.35,0,81.25
"Lars Eller","19-20","WSH","C",68,164.9,9.7,22.81,18.3,14.75,10.6,0.8,7.42,13.59,46,14.83,66.21,16.71,96.6,0.79,6.69,-6.62,-32.4,-51.38,-79.88,-5.9,5.86,83.87
"Lars Eller","20-21","WSH","C",44,86.48,0,20.08,15.95,14.3,11.57,0,5.2,8.29,32.99,10.38,54.71,11.88,71.18,0.64,4.88,-5.2,-24.7,-44.33,-59.31,-4.24,0,84.25
"Lars Eller","21-22","WSH","C",70,117.75,4.7,20.01,19.21,18.92,18.31,0.44,8.99,11.64,46.55,15.62,65.7,20.23,86.7,1.49,6.64,-8.55,-34.9,-50.08,-66.47,-5.15,3.81,80.69
"Laurent Dauphin","21-22","MTL","C",38,42.88,0,21.63,17.99,13.75,10.2,0,6.98,14.3,51.81,16.88,76.9,18.11,113.61,0.85,7.51,-6.98,-37.51,-60.03,-95.5,-6.66,0,86.52
"Lawson Crouse","19-20","ARI","L",65,92.82,11.61,28.38,22.33,17.65,11.42,0.64,4.87,19.62,49.52,19.63,68.27,20.25,94.49,0.81,6.27,-4.23,-29.9,-48.64,-74.23,-5.46,3.26,90.16
"Lawson Crouse","20-21","ARI","L",51,101.83,0,11.66,10.46,11.37,6.51,0,8.15,7.51,56.85,9.16,78.35,12.62,98.31,0.54,7.78,-8.15,-49.34,-69.19,-85.7,-7.24,0,85.66
"Lawson Crouse","21-22","ARI","L",63,113.23,4.82,10.54,9.68,9.26,7.3,0.57,11.3,9.62,81.59,11.59,108.17,13.36,130.93,0.73,9.29,-10.73,-71.97,-96.58,-117.57,-8.56,5.95,86.15
"Leo Komarov","19-20","NYI","C",43,63.8,15.45,19.56,14.72,11.12,12.6,0.87,4.79,10.06,41.39,12.1,70.15,12.97,103.66,0.88,6.13,-3.91,-31.33,-58.04,-90.7,-5.25,8.69,88.43
"Leo Komarov","20-21","NYI","C",32,38.67,39.8,30.21,22.82,20.23,20.88,3.09,4.67,18.88,43.63,18.82,63.65,20.42,80.53,1.55,5.88,-1.58,-24.75,-44.83,-60.11,-4.33,16.35,89.3
"Leon Draisaitl","19-20","EDM","C",69,57.82,0,7.9,5.65,5.82,5.02,0,3.02,5.65,65.77,5.67,94.66,6.56,106.16,0.51,9.62,-3.02,-60.12,-88.99,-99.6,-9.11,0,95.41
"Leon Draisaitl","20-21","EDM","C",56,35.65,17.28,12.54,9.2,8.46,9.53,1.82,8.7,9.74,67.94,9.73,96.02,11.18,120.96,1.06,10.06,-6.88,-58.2,-86.29,-109.78,-9,18.65,87.19
"Leon Draisaitl","21-22","EDM","C",79,71.27,18.08,23.91,18.2,18.32,10,1.84,8.32,22.84,72.7,22.85,102.72,26.32,117.36,1.2,10.83,-6.48,-49.86,-79.87,-91.04,-9.63,8.04,88.56
"Lias Andersson","19-20","NYR","C",17,33.87,23.37,20.08,15.02,11.98,5.52,2.09,6.86,14.3,56.9,14.33,81.08,14.3,105.01,0.48,8.18,-4.77,-42.6,-66.75,-90.72,-7.71,14.62,87.95
"Libor Hajek","19-20","NYR","D",28,25.95,0,6.74,6.27,5.01,1.02,0,6.47,4.83,66.89,7.03,105.04,7.08,134.27,0.09,8.97,-6.47,-62.06,-98.01,-127.19,-8.88,0,90.32
"Libor Hajek","20-21","NYR","D",44,29.35,0,19.05,15.97,12.76,15.49,0,5.83,11.82,50.21,13.92,73.25,13.96,95.45,1.39,7.58,-5.83,-38.39,-59.33,-81.49,-6.19,0,88.4
"Logan Couture","19-20","S.J","C",52,87.68,30.87,14.58,13.3,13.67,12.55,2.17,4.86,9.52,55.76,11.34,73.93,13.92,87.93,1.09,7.58,-2.69,-46.25,-62.59,-74.01,-6.49,22.79,91.29
"Logan Couture","20-21","S.J","C",52,101.98,18.03,22.37,20.35,19.59,15.54,1.18,5.38,15.89,55.14,18.22,71.3,22.03,90.44,1.21,6.59,-4.19,-39.25,-53.08,-68.41,-5.38,7.44,90.25
"Logan Couture","21-22","S.J","C",75,146.05,19.57,25.97,20.05,17.2,9.97,1.09,4.49,20.48,58.36,20.49,81.73,21.71,104.52,0.94,8.54,-3.4,-37.89,-61.24,-82.81,-7.59,5.34,92.31
"Logan O'Connor","20-21","COL","R",22,38.03,0,41.54,37.53,32.87,34.25,0,6.47,22.58,31.77,27.29,45.44,32.42,66.22,1.77,3.39,-6.47,-9.2,-18.14,-33.79,-1.63,0,79.64
"Logan O'Connor","21-22","COL","R",80,165,15.81,23.42,18.69,16.68,14.16,1.48,7.88,15.03,49.15,16.46,71.62,18.52,92.54,1.27,7.67,-6.4,-34.12,-55.16,-74.02,-6.4,9.85,83.96
"Logan Stanley","21-22","WPG","D",57,139.98,12.98,11.52,12.19,11.91,8.49,1.62,10.86,8.8,67.53,11.82,85.17,14.43,106.68,0.87,9.38,-9.24,-58.73,-73.35,-92.25,-8.51,18.42,83.92
"Loui Eriksson","19-20","VAN","L",49,68.9,0,13.25,11.47,9.24,3.22,0,7.11,7.83,51.24,8.76,67.64,8.8,86.34,0.23,6.8,-7.11,-43.41,-58.88,-77.55,-6.57,0,86.11
"Loui Eriksson","21-22","ARI","L",71,92.78,6.14,10.8,11.13,9.29,5.7,0.6,9.19,7.45,61.53,11,87.87,11.62,113.44,0.45,7.49,-8.59,-54.08,-76.87,-101.82,-7.04,8.07,85.07
"Luca Sbisa","19-20","WPG","D",42,86.07,13.15,17.04,15.76,14.29,18.96,1.4,9.26,12.52,60.96,15.66,83.68,18.45,110.62,2.01,8.61,-7.86,-48.44,-68.02,-92.18,-6.59,11.19,84.81
"Lucas Wallmark","19-20","CAR/FLA","C",66,69.93,16.78,17.23,14.06,11.7,11.38,0.87,4.3,12.04,57.84,12.05,73.61,13.76,103.87,1.01,7.89,-3.43,-45.8,-61.56,-90.11,-6.87,7.2,92.57
"Luke Glendening","19-20","DET","C",58,170.5,11.52,15.81,13.19,11.29,10.5,1.18,9.03,12.46,66.34,12.85,84.57,13.89,109.14,0.95,8.13,-7.85,-53.88,-71.73,-95.25,-7.17,9.43,86.39
"Luke Glendening","20-21","DET","C",53,128.57,0,9.37,8.78,8.12,3.67,0,9.87,6.55,63.32,7.92,82.28,9.69,109.56,0.32,8.32,-9.87,-56.77,-74.36,-99.87,-8,0,84.4
"Luke Glendening","21-22","DAL","C",79,179.95,8.58,17.53,15.11,13.1,12.63,0.64,6.86,10.41,48.94,12.85,72.21,14.41,95.59,0.86,5.95,-6.22,-38.54,-59.36,-81.18,-5.09,6.18,85.99
"Luke Kunin","19-20","MIN","C",63,85.75,4.12,8.09,8.55,8.18,4.64,0.61,14.17,6.16,70.03,8.45,90.3,9.78,109.81,0.42,8.63,-13.56,-63.86,-81.86,-100.02,-8.21,9.88,79.77
"Luke Kunin","21-22","NSH","C",81,59.4,0,10.42,13.57,10.6,6.46,0,8.97,6.92,59.48,12.34,78.63,12.38,104.4,0.54,7.76,-8.97,-52.57,-66.28,-92.02,-7.22,0,84.92
"Luke Schenn","19-20","T.B","D",25,40.72,0,14.88,18.53,16.98,10.07,0,13.04,10.08,57.64,17.27,75.91,18.62,91.06,1,8.94,-13.04,-47.56,-58.64,-72.44,-7.94,0,77.38
"Luke Schenn","21-22","VAN","D",65,123.83,6.07,13.8,13,11.28,8.98,0.48,7.42,10.04,62.75,12.39,82.96,13.04,102.51,0.9,9.14,-6.94,-52.71,-70.57,-89.47,-8.24,4.78,88.17
"Mackenzie Entwistle","21-22","CHI","R",54,34.98,19.8,20.15,15.97,14.48,18.01,1.73,7.02,13.48,53.43,15.16,79.81,18.52,109.38,1.68,7.65,-5.28,-39.95,-64.65,-90.86,-5.97,12.85,86.87
"Mackenzie MacEachern","20-21","STL","L",20,20,36.61,32.73,25.36,22.13,9,3.24,5.61,19.68,40.44,19.74,58.11,19.74,69.48,0.54,5.46,-2.37,-20.76,-38.37,-49.74,-4.92,16.46,86.13
"MacKenzie Weegar","19-20","FLA","D",44,79.23,0,17.38,15.98,12.8,13.34,0,8.22,12.5,59.39,14.72,77.43,15.46,105.26,1.11,7.23,-8.22,-46.89,-62.7,-89.8,-6.12,0,86.16
"MacKenzie Weegar","20-21","FLA","D",52,139.78,19.18,16.61,14.14,12.88,12.47,1.66,7,10.71,53.78,12.01,72.9,13.32,90.16,0.92,6.48,-5.34,-43.07,-60.9,-76.84,-5.55,15.51,86.98
"MacKenzie Weegar","21-22","FLA","D",80,217.18,22.01,18.37,16.79,15.5,17.62,1.9,6.72,13.07,58.07,15.23,75.46,17.55,95.62,1.49,6.99,-4.83,-45,-60.23,-78.08,-5.49,14.52,88.42
"Madison Bowey","19-20","DET","D",51,71.32,7.5,11.95,10.46,9.32,3.91,0.78,9.65,9.05,66.68,10.78,92.24,11.68,113.58,0.39,9.51,-8.87,-57.63,-81.46,-101.9,-9.13,8.64,85.53
"Marc Staal","19-20","NYR","D",51,139.95,6.58,15.07,12.46,10.82,6.12,0.51,7.18,10.88,61.32,12.24,85.93,13.47,110.98,0.59,9.08,-6.67,-50.44,-73.7,-97.51,-8.48,4.65,88.3
"Marc Staal","20-21","DET","D",55,111.8,0,10.74,10.69,10.44,6.87,0,10.54,7.89,65.64,9.97,83.34,12.02,103.15,0.62,8.44,-10.54,-57.75,-73.37,-91.13,-7.81,0,83.94
"Marc Staal","21-22","DET","D",68,158.63,8.08,14.67,12.22,11.15,6.4,0.76,8.61,9.93,57.78,10.66,76.6,12.27,97.76,0.56,8.13,-7.85,-47.84,-65.94,-85.49,-7.58,7.62,85.1
"Marc-Edouard Vlasic","19-20","S.J","D",70,194.9,16.64,13.2,11.72,9.36,7.74,0.92,4.6,8.87,58.34,10.39,78.31,10.37,100.42,0.63,7.52,-3.68,-49.47,-67.92,-90.05,-6.89,10.34,92.12
"Marc-Edouard Vlasic","20-21","S.J","D",50,116.12,21.84,21.32,18.24,16.35,13.64,2.08,7.44,14.18,52.32,16.23,72.77,18.15,92.84,1,6.31,-5.36,-38.14,-56.54,-74.68,-5.32,14.65,85.79
"Marc-Edouard Vlasic","21-22","S.J","D",73,62.05,21.34,24.6,22.71,18.72,9.48,1.04,3.85,14.42,44.19,18.5,62.94,19.41,84.27,0.6,5.72,-2.8,-29.77,-44.44,-64.86,-5.12,7.24,91.29
"Marco Scandella","19-20","BUF/MTL/STL","D",61,121.95,4.43,17,14.5,13.67,13.07,0.43,9.23,12.83,62.65,13.3,78.47,14.93,94.3,1.12,7.46,-8.81,-49.82,-65.17,-79.37,-6.34,3.34,85.26
"Marco Scandella","20-21","STL","D",48,114.43,22.31,11.86,11.08,9.43,10.59,2.24,7.8,8.23,61.21,10.92,87.61,10.92,104.87,1.05,8.86,-5.56,-52.97,-76.69,-93.96,-7.81,27.2,87.26
"Marco Scandella","21-22","STL","D",67,151.4,20.22,16.98,14.44,12.92,7.46,0.8,3.14,11.43,55.85,12.97,76.86,14.91,100.51,0.65,8.11,-2.35,-44.43,-63.88,-85.6,-7.45,6.97,94.37
"Marcus Foligno","19-20","MIN","L",59,105.28,0,11.79,12.37,10.35,4.9,0,7.38,7.15,53.5,10.49,74.33,11.51,99.67,0.31,5.97,-7.38,-46.35,-63.84,-88.15,-5.66,0,86.21
"Marcus Foligno","20-21","MIN","L",37,54.4,11.38,14.54,12.26,11.63,4.45,1.3,10.14,9.1,53.49,10.05,71.92,11.19,85.03,0.34,7.35,-8.83,-44.39,-61.88,-73.83,-7,14.3,81.05
"Marcus Foligno","21-22","MIN","L",73,137.3,0,8.2,8.78,7.96,3.77,0,10.25,5.37,60.04,8.26,85.82,9.51,110.01,0.29,7.47,-10.25,-54.67,-77.55,-100.5,-7.18,0,82.93
"Marcus Johansson","20-21","MIN","L",33,46.18,0,7.28,8.89,7.32,4.63,0,8.83,4.08,51.97,7.06,72.28,8.2,103.76,0.3,6.16,-8.83,-47.89,-65.22,-95.56,-5.86,0,83
"Marcus Pettersson","19-20","PIT","D",67,88.37,0,19.3,17.76,14.78,15.47,0,5.48,10.72,44.82,12.94,59.92,13.58,78.27,1.05,5.75,-5.48,-34.1,-46.98,-64.69,-4.7,0,87.77
"Marcus Pettersson","20-21","PIT","D",46,34.42,0,11.54,11.85,10.79,7.83,0,5.14,8.51,65.23,11.91,88.61,13.65,112.91,0.77,9.03,-5.14,-56.72,-76.7,-99.26,-8.26,0,92.12
"Marcus Pettersson","21-22","PIT","D",70,21.82,0,8.07,6.14,11.73,7.23,0,5.91,5.86,66.68,5.86,89.59,14,105.37,0.8,10.23,-5.91,-60.82,-83.73,-91.37,-9.43,0,91.13
"Marcus Sorensen","19-20","S.J","L",66,98.13,8.56,11.12,10.32,9.37,6.27,0.53,5.68,6.58,52.58,8.36,72.65,8.91,86.14,0.48,7.13,-5.15,-46,-64.29,-77.24,-6.65,8.09,89.2
"Marcus Sorensen","20-21","S.J","L",28,42.75,15.49,22.72,25.95,22.09,18.33,1.42,7.73,14.3,48.66,22.68,64.72,23.89,84.25,1.39,6.19,-6.32,-34.36,-42.04,-60.36,-4.8,9.91,84.11
"Mario Ferraro","19-20","S.J","D",61,48.07,70.72,32.33,29.6,24.53,21.21,3.56,1.47,19.95,41.75,23.59,56.11,24.83,76.4,1.45,5.38,2.08,-21.81,-32.52,-51.57,-3.93,17.83,96.47
"Mario Ferraro","20-21","S.J","D",55,157.7,8.31,16.68,17.47,17.08,11.33,0.76,8.4,11.74,58.62,16.4,77.47,20.38,98.97,0.94,7.35,-7.64,-46.88,-61.07,-78.59,-6.41,6.48,85.67
"Mario Ferraro","21-22","S.J","D",60,165.63,4.7,17.12,13.54,11.44,6.69,0.32,6.39,11.5,55.67,12.45,79.56,13.84,107.14,0.57,7.99,-6.07,-44.17,-67.1,-93.3,-7.42,2.74,88.52
"Mark Barberio","19-20","COL","D",21,21.93,52.21,29.89,22.91,18.13,5.1,3.23,2.95,16.8,39.4,16.74,56.33,19.7,88.95,0.22,4.08,0.27,-22.6,-39.59,-69.25,-3.86,19.22,92.5
"Mark Borowiecki","19-20","OTT","D",52,122.72,32.02,19.73,16.42,14.67,18.22,2.77,5.89,13.04,53.06,15.39,78.32,18.79,109.3,1.62,7.28,-3.11,-40.02,-62.93,-90.51,-5.66,21.25,88.91
"Mark Borowiecki","20-21","NSH","D",21,43.43,0,11.99,10.81,8.25,4.72,0,12.36,7.64,56.1,9.34,77.05,9.34,103.85,0.39,7.81,-12.36,-48.46,-67.71,-94.51,-7.42,0,77.96
"Mark Borowiecki","21-22","NSH","D",56,100.78,0,6.66,8.86,7.48,5.41,0,6.99,4.58,64.24,8.94,91.95,9.6,118.77,0.5,8.75,-6.99,-59.66,-83.01,-109.17,-8.25,0,89.12
"Mark Friedman","21-22","PIT","D",25,23.92,0,23.3,19.64,13.82,2.87,0,9.36,10.21,33.61,14.97,61.25,15.03,93.66,0.18,5.94,-9.36,-23.4,-46.28,-78.64,-5.77,0,72.16
"Mark Giordano","19-20","CGY","D",59,163.22,13.57,13.86,10.02,9.08,8,1.12,7.14,8.55,53.12,9.28,83.39,11.47,114.79,0.65,7.48,-6.02,-44.57,-74.1,-103.32,-6.83,13.11,86.56
"Mark Giordano","20-21","CGY","D",56,165.88,9.44,20.16,17.05,15.4,12.34,0.74,7.11,10.63,42.12,12.76,62.08,16.21,89.03,0.89,6.34,-6.37,-31.49,-49.32,-72.82,-5.45,6.97,83.11
"Mark Giordano","21-22","SEA/TOR","D",73,117.43,22.61,21.26,19.49,15.39,16.77,2.69,9.22,13.98,51.77,18.02,74.45,18.03,99.07,1.36,6.74,-6.52,-37.79,-56.43,-81.04,-5.39,19.26,82.2
"Mark Jankowski","19-20","CGY","C",56,115.35,0,17.02,14.41,13.56,9.52,0,5.23,11.95,58.23,14.78,87.78,17.42,111.02,0.8,7.62,-5.23,-46.28,-72.99,-93.6,-6.81,0,91.01
"Mark Jankowski","20-21","PIT","C",44,78.32,0,13.46,11.1,12.04,10.34,0,7.52,7.09,45.6,7.84,62.77,11.12,81.26,0.64,5.58,-7.52,-38.5,-54.93,-70.14,-4.93,0,83.5
"Mark Jankowski","21-22","BUF","C",19,37.02,0,8.79,8.66,8.58,4.34,0,12.87,7.71,80.02,11.3,119.14,12.95,138.01,0.57,12.5,-12.87,-72.3,-107.84,-125.06,-11.93,0,83.92
"Mark Pysyk","19-20","FLA","D",56,35.12,0,11.31,12.59,12.44,14.12,0,9.05,6.95,54.52,10.52,73.07,13.92,97.98,1.23,7.48,-9.05,-47.56,-62.55,-84.05,-6.25,0,83.39
"Mark Pysyk","20-21","DAL","D",35,28.98,19.57,30.2,23.77,21.71,12,2.09,8.59,19.69,45.51,19.69,63.15,23.69,85.42,0.87,6.38,-6.5,-25.82,-43.46,-61.74,-5.51,10.62,81.12
"Mark Pysyk","21-22","BUF","D",66,137.98,0,18.2,15.32,13.66,7.49,0,8.85,12.21,54.92,14.37,79.45,15.84,100.13,0.58,7.14,-8.85,-42.7,-65.08,-84.29,-6.57,0,83.88
"Mark Scheifele","19-20","WPG","C",69,20.6,0,10.02,16.75,14,18.51,0,14.5,8.62,77.42,17.71,87.99,17.71,108.76,1.81,7.95,-14.5,-68.8,-70.28,-91.05,-6.15,0,81.26
"Mark Stone","19-20","VGK","R",63,122.05,21.71,18.24,17.2,15.63,15.87,1.65,5.96,13.23,59.33,16.75,80.63,19.67,106.22,1.35,7.14,-4.31,-46.09,-63.88,-86.55,-5.8,12.48,89.96
"Mark Stone","20-21","VGK","R",53,73.43,50,27.75,19.86,16.35,24.57,0.83,0.83,12.21,31.79,13.83,55.78,14.71,75.24,1.39,4.27,0,-19.58,-41.96,-60.53,-2.88,6.76,97.4
